Kingdom	Phylum	Class	Order	Family	Genus	Species	p-values	p-values (corrected)	Effect size	Note	Control: mean rel. freq. (%)	Control: std. dev. (%)	DSS: mean rel. freq. (%)	DSS: std. dev. (%)	RCE: mean rel. freq. (%)	RCE: std. dev. (%)	RCE_plus_DSS: mean rel. freq. (%)	RCE_plus_DSS: std. dev. (%)	Control_327	Control_327: parent seq. count	Control_327: rel. freq. (%)	Control_328	Control_328: parent seq. count	Control_328: rel. freq. (%)	Control_330	Control_330: parent seq. count	Control_330: rel. freq. (%)	DSS_334	DSS_334: parent seq. count	DSS_334: rel. freq. (%)	DSS_339	DSS_339: parent seq. count	DSS_339: rel. freq. (%)	DSS_treatedp	DSS_treatedp: parent seq. count	DSS_treatedp: rel. freq. (%)	RCE_318	RCE_318: parent seq. count	RCE_318: rel. freq. (%)	RCE_319	RCE_319: parent seq. count	RCE_319: rel. freq. (%)	RCE_322	RCE_322: parent seq. count	RCE_322: rel. freq. (%)	RCE_plus_DSS_301	RCE_plus_DSS_301: parent seq. count	RCE_plus_DSS_301: rel. freq. (%)	RCE_plus_DSS_305	RCE_plus_DSS_305: parent seq. count	RCE_plus_DSS_305: rel. freq. (%)	RCE_plus_DSS_313	RCE_plus_DSS_313: parent seq. count	RCE_plus_DSS_313: rel. freq. (%)
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis	0.582196627	0.582196627	0.206022583		0.100146892	0.033706476	0.202684363	0.130843128	0.159799515	0.049804175	0.125771894	0.045178976	18031	19438122	0.092761019	28112	19438110	0.144623114	12257	19438110	0.063056542	75178	19438101	0.386755887	24691	19438115	0.127023634	18325	19438110	0.094273569	32257	19438098	0.165947306	18653	19438102	0.095961015	42276	19438115	0.217490225	22663	19438095	0.116590643	14696	19438108	0.075604066	35984	19438100	0.185120974
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium sp. 14-2	0.588578273	0.588578273	0.203174426		0.028524704	0.040340023	0	0	0	0	0.021406404	0.030273227	16634	19438122	0.085574111	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	12483	19438108	0.064219213	0	19438100	0
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus murinus	0.589936221	0.589936221	0.202569744		0.024066126	0.034034641	0.031129562	0.044023848	0	0	0	0	0	19438122	0	14034	19438110	0.072198377	0	19438110	0	0	19438101	0	18153	19438115	0.093388685	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__(Pseudoflavonifractor)	g__Pseudoflavonifractor	s__Pseudoflavonifractor sp. Marseille-P3106	0.591435933	0.591435933	0.201902484		0	0	0.018930167	0.026771299	0.023601413	0.033377438	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	11039	19438110	0.056790501	0	19438098	0	13763	19438102	0.070804238	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium sp. CAG:786	0.591936958	0.591936958	0.201679693		0	0	0.025803263	0.036491325	0	0	0.020979422	0.029669383	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	15047	19438110	0.077409789	0	19438098	0	0	19438102	0	0	19438115	0	12234	19438095	0.062938266	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminiclostridium	s__(Ruminiclostridium)	0.593248079	0.593248079	0.201096975		0	0	0.030699155	0.031621525	0.027998275	0.039595541	0.02971998	0.005936176	0	19438122	0	0	19438110	0	0	19438110	0	14425	19438101	0.074209924	0	19438115	0	3477	19438110	0.017887542	0	19438098	0	16327	19438102	0.083994826	0	19438115	0	5591	19438095	0.028763107	7274	19438108	0.037421338	4466	19438100	0.022975497
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Hungatella	s__(Hungatella)	0.594528855	0.594528855	0.20052816		0.023296146	0.032945726	0	0	0	0	0.020759908	0.029358943	13585	19438122	0.069888439	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	12106	19438108	0.062279724	0	19438100	0
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__(Mycoplasmatales)	g__(Mycoplasmatales)	s__(Mycoplasmatales)	0.59571891	0.59571891	0.2		0	0	1.71E-06	2.43E-06	0	0	1.71E-06	2.43E-06	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	1	19438110	5.14E-06	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	1	19438100	5.14E-06
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	s__(Dorea)	0.599980277	0.599980277	0.198111595		0.034756456	0.014538018	0.020855937	0.029494749	0.018671231	0.004064801	0.038746925	0.010592806	9366	19438122	0.048183667	2830	19438110	0.014559029	8072	19438110	0.041526671	0	19438101	0	0	19438115	0	12162	19438110	0.062567811	3546	19438098	0.018242526	4636	19438102	0.023850065	2706	19438115	0.013921103	8544	19438095	0.043954925	9390	19438108	0.048307171	4661	19438100	0.023978681
k__Bacteria	p__Tenericutes	c__Mollicutes	o__(Mollicutes)	f__(Mollicutes)	g__(Mollicutes)	s__(Mollicutes)	0.609404625	0.609404625	0.193950424		0.02379518	0.033651467	0.020087688	0.004659724	0.052642319	0.037228587	0.042120022	0.020203589	0	19438122	0	13876	19438110	0.071385541	0	19438110	0	3842	19438101	0.019765305	5044	19438115	0.025949018	2828	19438110	0.01454874	15492	19438098	0.079699156	15206	19438102	0.078227802	0	19438115	0	7018	19438095	0.036104361	13474	19438108	0.069317446	4070	19438100	0.02093826
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__(Sutterellaceae)	s__(Sutterellaceae)	0.638812131	0.638812131	0.181086067		0.025364263	0.035870485	0	0	0.041737604	0.029548397	0.033773877	0.047763475	0	19438122	0	14791	19438110	0.076092789	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	11825	19438098	0.060834141	0	19438102	0	12514	19438115	0.06437867	0	19438095	0	0	19438108	0	19695	19438100	0.101321631
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__(Bacteroidales bacterium 52_46)	g__(Bacteroidales bacterium 52_46)	s__Bacteroidales bacterium 52_46	0.681831345	0.681831345	0.16252019		1.207846916	0.300289899	0.881979029	0.813257887	0.961828833	0.546187904	0.570000777	0.142860056	264910	19438122	1.362837418	286277	19438110	1.472761498	153161	19438110	0.787941832	393833	19438101	2.026087836	80013	19438115	0.41162942	40474	19438110	0.208219832	148802	19438098	0.765517285	80281	19438102	0.413008431	331801	19438115	1.706960783	95545	19438095	0.491534793	149764	19438108	0.770465932	87083	19438100	0.448001605
k__Bacteria	p__(uncultured bacterium BAC10G6)	c__(uncultured bacterium BAC10G6)	o__(uncultured bacterium BAC10G6)	f__(uncultured bacterium BAC10G6)	g__(uncultured bacterium BAC10G6)	s__uncultured bacterium BAC10G6	0.771590832	0.771590832	0.124143179		0.023068086	0.032623201	0.025352253	0.035853499	0.03713666	0.052519168	0	0	0	19438122	0	13452	19438110	0.069204259	0	19438110	0	0	19438101	0	14784	19438115	0.076056758	0	19438110	0	0	19438098	0	0	19438102	0	21656	19438115	0.11140998	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__(Enterobacterales)	g__(Enterobacterales)	s__(Enterobacterales)	0.77487468	0.77487468	0.122733399		0.025407133	0.026593427	0.028447548	0.033135204	0.010813812	0.000792194	0.011552912	0.000970102	1174	19438122	0.006039678	12248	19438110	0.063010241	1394	19438110	0.007171479	2026	19438101	0.010422829	14563	19438115	0.074919816	0	19438110	0	2066	19438098	0.010628612	2306	19438102	0.011863298	1934	19438115	0.009949524	2377	19438095	0.012228565	1979	19438108	0.010181032	2381	19438100	0.01224914
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Paraprevotella	s__Paraprevotella xylaniphila	0.778545623	0.778545623	0.121155891		0	0	0.034430661	0.048692308	0.022716537	0.032126035	0.024606321	0.034798593	0	19438122	0	0	19438110	0	0	19438110	0	20078	19438101	0.103291983	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	13247	19438115	0.068149612	14349	19438095	0.073818962	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__(Muribaculaceae bacterium DSM 100764)	s__Muribaculaceae bacterium DSM 100764	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Brachyspirales	f__Brachyspiraceae	g__(Brachyspiraceae)	s__(Brachyspiraceae)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__(Acetatifactor)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__(Muribaculaceae)	s__(Muribaculaceae)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	g__(Anaeroplasmataceae)	s__(Anaeroplasmataceae)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Kineothrix	s__(Kineothrix)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Turicimonas	s__(Turicimonas)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__(Bacteroidales bacterium)	g__(Bacteroidales bacterium)	s__Bacteroidales bacterium	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Mailhella	s__(Mailhella)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__(Anaeroplasmatales)	g__(Anaeroplasmatales)	s__(Anaeroplasmatales)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__(Muribaculaceae bacterium DSM 100749)	s__Muribaculaceae bacterium DSM 100749	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. CAG:770	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. MGM1	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. MGM2	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Deferribacteres <phylum>	c__(Deferribacteres <phylum>)	o__(Deferribacteres <phylum>)	f__(Deferribacteres <phylum>)	g__(Deferribacteres <phylum>)	s__(Deferribacteres <phylum>)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__(Rikenella)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__(Erysipelotrichales)	g__(Erysipelotrichales)	s__(Erysipelotrichales)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides merdae	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__(Muribaculaceae bacterium DSM 103720)	s__Muribaculaceae bacterium DSM 103720	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. P3-122	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Deferribacteres <phylum>	c__Deferribacteres	o__(Deferribacteres)	f__(Deferribacteres)	g__(Deferribacteres)	s__(Deferribacteres)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	s__(Faecalibaculum)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__(Tannerellaceae)	s__(Tannerellaceae)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Deferribacteres <phylum>	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__Mucispirillum	s__(Mucispirillum)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__(Erysipelotrichia)	f__(Erysipelotrichia)	g__(Erysipelotrichia)	s__(Erysipelotrichia)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Brachyspirales	f__(Brachyspirales)	g__(Brachyspirales)	s__(Brachyspirales)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__(Barnesiellaceae)	s__(Barnesiellaceae)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Deferribacteres <phylum>	c__Deferribacteres	o__Deferribacterales	f__(Deferribacterales)	g__(Deferribacterales)	s__(Deferribacterales)	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__(Desulfovibrionaceae bacterium)	s__Desulfovibrionaceae bacterium	1	1	-1	degenerate case: failed to calculate p-value	0	0	0	0	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Eukaryota	p__(Eukaryota)	c__(Eukaryota)	o__(Eukaryota)	f__(Eukaryota)	g__(Eukaryota)	s__(Eukaryota)	0.130074874	0.130074874	0.487524475		8.556851176	3.807574172	4.02335205	3.051095648	4.977925844	1.717208758	1.492788248	0.489463708	919025	19438122	4.727951599	1398070	19438110	7.19241737	2672776	19438110	13.75018456	23342	19438101	0.120083747	851806	19438115	4.382143022	1471043	19438110	7.567829383	1377488	19438098	7.086536965	965480	19438102	4.966945847	559875	19438115	2.88029472	324298	19438095	1.668363078	160391	19438108	0.825136891	385820	19438100	1.984864776
