# Pathway	DSS_334_Abundance
PWY-5675: nitrate reduction V (assimilatory)	13.3391137686
PWY-5675: nitrate reduction V (assimilatory)|unclassified	13.3223720495
PWY1G-0: mycothiol biosynthesis	12.3946253811
PWY1G-0: mycothiol biosynthesis|unclassified	11.7233461615
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	12.1128574146
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	11.8921618390
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	11.7784134987
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|unclassified	8.9173672316
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	11.7784134987
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|unclassified	8.9173672316
GLUCARDEG-PWY: D-glucarate degradation I	11.5405050516
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	9.8891743555
PWY-2723: trehalose degradation V	11.0425899347
PWY-2723: trehalose degradation V|unclassified	10.6941849674
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	11.0085088474
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	10.4828979143
PWY3O-355: stearate biosynthesis III (fungi)	9.7269485457
PWY-7046: 4-coumarate degradation (anaerobic)	9.6576193737
PWY-7046: 4-coumarate degradation (anaerobic)|g__Escherichia.s__Escherichia_coli	7.3139588526
PWY0-1061: superpathway of L-alanine biosynthesis	8.4908752642
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	8.4654017105
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	8.4797957922
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	7.8985844657
PWY-5656: mannosylglycerate biosynthesis I	6.7925115203
PWY-5656: mannosylglycerate biosynthesis I|unclassified	5.1587424980
PWY-5367: petroselinate biosynthesis	6.6647525018
PWY-5367: petroselinate biosynthesis|unclassified	6.6553333991
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	4.1145214179
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|unclassified	4.1145214179
PWY-5705: allantoin degradation to glyoxylate III	3.6409878183
PWY-5705: allantoin degradation to glyoxylate III|unclassified	3.6409878183
AST-PWY: L-arginine degradation II (AST pathway)	3.2154260385
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	3.2154260385
