# Pathway	D_DSS_Abundance
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	63.9316593711
FERMENTATION-PWY: mixed acid fermentation	802.1924978411
FERMENTATION-PWY: mixed acid fermentation|unclassified	177.3647947949
PWY-6803: phosphatidylcholine acyl editing	800.2720951150
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	37.4788209666
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	790.4462771534
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)|unclassified	182.2963495942
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	788.9923836873
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	537.4149620841
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	82.3050675450
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	14.4464101709
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	757.7946530631
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	539.1473610701
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	718.2944913330
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	87.8552943912
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	43.7184833222
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Romboutsia.s__Romboutsia_ilealis	13.3529542227
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	717.5063707892
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	579.3843882074
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|g__Escherichia.s__Escherichia_coli	11.0973471856
P441-PWY: superpathway of N-acetylneuraminate degradation	675.8051105530
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	14.2659129910
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	664.2313881891
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	45.7205433237
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	21.7436147550
NAGLIPASYN-PWY: lipid IVA biosynthesis	647.3071321788
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	477.6443233964
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Escherichia.s__Escherichia_coli	33.2892460114
PPGPPMET-PWY: ppGpp biosynthesis	643.7494853653
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	418.6091272329
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	57.8790169585
PWY-5941: glycogen degradation II (eukaryotic)	635.1327583163
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	440.2630840865
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	633.2642949876
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	280.2851492599
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli	29.8598338968
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	614.5888230082
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	21.4372747066
P164-PWY: purine nucleobases degradation I (anaerobic)	606.3165965713
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	68.3386540252
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	583.1217898220
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	563.6406187963
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	482.7830029790
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|g__Escherichia.s__Escherichia_coli	11.2780048522
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	555.4709258293
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	212.7960355573
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	20.0405329753
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	549.2656894201
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	329.0334803677
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	19.4349621664
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Romboutsia.s__Romboutsia_ilealis	19.3429458823
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_hepaticus	16.0933589699
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	13.1670284893
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	545.7626134987
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	100.4887294569
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	545.5353027587
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	512.2591349131
FASYN-ELONG-PWY: fatty acid elongation -- saturated	537.7208811444
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	315.2888455915
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli	22.7656585415
PWY-6629: superpathway of L-tryptophan biosynthesis	531.3449168430
PWY-5971: palmitate biosynthesis II (bacteria and plants)	515.4496209120
PWY-5971: palmitate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	22.0696371394
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	511.3995399370
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	356.4882875609
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	34.6866878597
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	511.3995399370
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	356.4882875609
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	34.6866878597
PWYG-321: mycolate biosynthesis	491.9064717945
PWYG-321: mycolate biosynthesis|unclassified	288.2605613692
PWY-6353: purine nucleotides degradation II (aerobic)	489.1006073989
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	59.3660021495
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	34.4500942260
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	488.7179066409
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	359.2891573706
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	13.3657355591
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	4.4018977447
PWY0-1479: tRNA processing	486.2522192849
PWY0-1479: tRNA processing|unclassified	405.8131289948
PWY0-1479: tRNA processing|g__Escherichia.s__Escherichia_coli	11.9936173479
PWY-5690: TCA cycle II (plants and fungi)	486.1905053404
PWY-5690: TCA cycle II (plants and fungi)|unclassified	407.0195608144
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	484.8513676224
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	31.7786634313
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	480.3380161918
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	173.8640223452
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|g__Escherichia.s__Escherichia_coli	24.6330969596
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	478.6369387230
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	387.4086454198
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	63.1333729248
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	16.2338575578
PWY-7664: oleate biosynthesis IV (anaerobic)	478.0833674243
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	282.8838952251
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	20.8756929445
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	466.2565629757
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	180.6106983097
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Escherichia.s__Escherichia_coli	22.5171009392
PWY-6628: superpathway of L-phenylalanine biosynthesis	438.3547677124
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	27.8638245295
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	20.8017183045
PWY-7254: TCA cycle VII (acetate-producers)	438.2112529319
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	63.7782751352
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	416.4934600697
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	248.7901526706
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Escherichia.s__Escherichia_coli	18.7952296660
PWY-4041: &gamma;-glutamyl cycle	416.1947741538
PWY-4041: &gamma;-glutamyl cycle|unclassified	83.7562094760
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	21.7070608597
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	415.7015067950
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	246.4883236779
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	21.4463934222
PWY-5989: stearate biosynthesis II (bacteria and plants)	403.0834059066
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	227.0853159191
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	25.4561833205
PWY-6630: superpathway of L-tyrosine biosynthesis	395.5211576107
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	10.8232846501
PWY-7392: taxadiene biosynthesis (engineered)	394.8715302075
PWY-6270: isoprene biosynthesis I	381.6506758570
PWY-6270: isoprene biosynthesis I|unclassified	64.5439589616
PWY-7456: mannan degradation	369.3618028031
PWY-7456: mannan degradation|unclassified	142.7905856348
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	366.4932364134
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	45.0928037038
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	358.4079457108
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	196.0263396255
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli	35.9611794812
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	354.3797682427
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	352.3478833675
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	211.0922725741
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Escherichia.s__Escherichia_coli	26.0558340695
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	346.0090139452
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	163.9220344589
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_coli	25.0430486421
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	344.2706933044
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	169.1856273799
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Escherichia.s__Escherichia_coli	24.3610324510
PWY-6549: L-glutamine biosynthesis III	339.3044022246
PWY-6549: L-glutamine biosynthesis III|unclassified	170.6632112525
PWY-2941: L-lysine biosynthesis II	337.6505543227
PWY-2941: L-lysine biosynthesis II|unclassified	174.0397967026
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	17.0012365634
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_murinus	16.1465306919
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	8.8567487744
PWY-7560: methylerythritol phosphate pathway II	336.9772559700
PWY-7560: methylerythritol phosphate pathway II|unclassified	56.6126602125
PYRIDNUCSAL-PWY: NAD salvage pathway I	333.8750839588
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	62.6651467915
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	321.6964676710
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	92.0593259041
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	51.0998904917
PWY-6305: putrescine biosynthesis IV	320.0724723347
PWY-6305: putrescine biosynthesis IV|g__Escherichia.s__Escherichia_coli	52.4519294963
PWY-6305: putrescine biosynthesis IV|unclassified	37.6490228968
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	306.7052938406
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified	52.5871124102
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_coli	18.9599081788
P124-PWY: Bifidobacterium shunt	289.2711524173
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	289.1536321173
PWY-5838: superpathway of menaquinol-8 biosynthesis I	281.2211488305
PWY-6113: superpathway of mycolate biosynthesis	280.1608795442
PWY-6891: thiazole biosynthesis II (Bacillus)	274.8739202536
PWY-6891: thiazole biosynthesis II (Bacillus)|g__Escherichia.s__Escherichia_coli	38.2053960411
PWY-6606: guanosine nucleotides degradation II	269.8194790123
PWY-6606: guanosine nucleotides degradation II|unclassified	23.5214736597
PWY-6606: guanosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	18.4724891498
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	264.4300052309
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	127.3542365732
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	258.8801101753
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	120.9806913408
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	51.3000244791
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	254.8408949838
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	126.8596364210
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	56.4943532061
PWY-5505: L-glutamate and L-glutamine biosynthesis	250.9424766825
PWY-5897: superpathway of menaquinol-11 biosynthesis	250.8068000247
PWY-5898: superpathway of menaquinol-12 biosynthesis	250.8068000247
PWY-5899: superpathway of menaquinol-13 biosynthesis	250.8068000247
GALACTUROCAT-PWY: D-galacturonate degradation I	244.4080637494
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	88.1057350544
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	48.4689975700
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	11.4739893097
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	238.5119191420
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	93.4757978269
PWY-5918: superpathay of heme biosynthesis from glutamate	238.4624303331
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified	29.4528079426
PWY-5918: superpathay of heme biosynthesis from glutamate|g__Escherichia.s__Escherichia_coli	18.5474118577
P161-PWY: acetylene degradation	235.3049821049
P161-PWY: acetylene degradation|g__Escherichia.s__Escherichia_coli	40.7656152831
PWY-6263: superpathway of menaquinol-8 biosynthesis II	226.4162407170
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	23.4857144943
PWY-5840: superpathway of menaquinol-7 biosynthesis	224.0510669772
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	221.9850216548
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	210.0786555925
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	217.5246460217
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	131.9966756317
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Romboutsia.s__Romboutsia_ilealis	11.8730161023
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	216.2720238375
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	88.1821826140
CENTFERM-PWY: pyruvate fermentation to butanoate	212.7271125554
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	103.0122151302
P122-PWY: heterolactic fermentation	207.5642061217
PWY0-1061: superpathway of L-alanine biosynthesis	203.8533154515
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	43.7191499722
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	29.9716079272
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	7.9900578735
PWY-5675: nitrate reduction V (assimilatory)	201.4291774950
PWY-5675: nitrate reduction V (assimilatory)|unclassified	58.9739151756
PWY-5675: nitrate reduction V (assimilatory)|g__Escherichia.s__Escherichia_coli	39.5347396962
FUCCAT-PWY: fucose degradation	199.8735453399
FUCCAT-PWY: fucose degradation|unclassified	148.7813747870
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	32.9683257742
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	199.3669681329
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	37.6076226552
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	198.3276151569
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	177.5659078590
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	14.7447807871
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	198.0906336342
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	33.8918151259
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	196.6550739819
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	7.8370512955
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	194.2747301664
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	190.0296011767
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	91.9556029083
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Escherichia.s__Escherichia_coli	27.8523942329
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	184.5279626918
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	96.2448525724
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Escherichia.s__Escherichia_coli	10.1021498542
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	179.2324343125
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	37.2572828186
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	17.3300065370
GLYOXYLATE-BYPASS: glyoxylate cycle	166.7366356043
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	32.6052271257
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	23.9793282847
PWY66-409: superpathway of purine nucleotide salvage	154.3541545375
PWY66-409: superpathway of purine nucleotide salvage|g__Escherichia.s__Escherichia_coli	15.8484598298
PWY-7242: D-fructuronate degradation	152.9207641609
PWY-7242: D-fructuronate degradation|unclassified	64.0205659779
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	18.3863259655
PWY-5177: glutaryl-CoA degradation	151.7860728147
PWY-5177: glutaryl-CoA degradation|unclassified	73.9562841476
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	150.2884406988
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	77.1024201931
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Escherichia.s__Escherichia_coli	22.8198669354
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	149.8070592990
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Escherichia.s__Escherichia_coli	36.0258391261
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	29.7181541247
FAO-PWY: fatty acid &beta;-oxidation I	138.2173484245
FAO-PWY: fatty acid &beta;-oxidation I|g__Escherichia.s__Escherichia_coli	38.4867544398
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	31.5568067804
LACTOSECAT-PWY: lactose and galactose degradation I	133.8751854105
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	25.8666315808
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	14.7843024040
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	133.8730713464
ENTBACSYN-PWY: enterobactin biosynthesis	126.4380416483
ENTBACSYN-PWY: enterobactin biosynthesis|g__Escherichia.s__Escherichia_coli	12.3880601797
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	124.5110975596
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	21.1698141741
GLUDEG-I-PWY: GABA shunt	120.3067789954
GLUDEG-I-PWY: GABA shunt|g__Lactobacillus.s__Lactobacillus_reuteri	23.6113417878
PWY-5022: 4-aminobutanoate degradation V	117.7699714645
PWY-5022: 4-aminobutanoate degradation V|unclassified	22.1775067049
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	117.2624276484
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	20.2333543030
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	117.0121693062
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	80.7869244201
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Escherichia.s__Escherichia_coli	14.5379942307
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	115.8708034382
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	77.9151556204
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	18.5006345811
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Escherichia.s__Escherichia_coli	12.8623676586
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	115.4351957491
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	111.4150005971
P108-PWY: pyruvate fermentation to propanoate I	114.9918287736
P108-PWY: pyruvate fermentation to propanoate I|unclassified	112.8703674101
PWY-621: sucrose degradation III (sucrose invertase)	103.7475580978
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	77.2304681458
PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli	20.0832444445
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	101.9173065318
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	22.6883236930
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Escherichia.s__Escherichia_coli	22.5575640555
PWY0-42: 2-methylcitrate cycle I	101.4530561696
PWY0-42: 2-methylcitrate cycle I|g__Helicobacter.s__Helicobacter_hepaticus	14.9201173559
PWY0-42: 2-methylcitrate cycle I|unclassified	4.3328744950
PWY-5863: superpathway of phylloquinol biosynthesis	101.2387688874
PWY-5676: acetyl-CoA fermentation to butanoate II	98.4789311700
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	44.1180118571
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Escherichia.s__Escherichia_coli	26.7240456404
PWY-622: starch biosynthesis	97.2358169903
ORNDEG-PWY: superpathway of ornithine degradation	94.0414226329
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	89.5736812817
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	89.5736812817
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	87.6990417758
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	19.3357337714
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	85.3019451197
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	46.0147128292
PWY-5747: 2-methylcitrate cycle II	85.0744998092
PWY-5747: 2-methylcitrate cycle II|g__Helicobacter.s__Helicobacter_hepaticus	14.2546049962
PWY-5747: 2-methylcitrate cycle II|unclassified	6.7877470275
PWY-6531: mannitol cycle	84.7243065979
PWY-6531: mannitol cycle|unclassified	23.8698380399
PWY-6531: mannitol cycle|g__Escherichia.s__Escherichia_coli	21.3180413309
METH-ACETATE-PWY: methanogenesis from acetate	84.4514390694
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	76.9373114316
GLYCOCAT-PWY: glycogen degradation I (bacterial)	80.0507020197
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified	56.1677536900
GLYCOCAT-PWY: glycogen degradation I (bacterial)|g__Escherichia.s__Escherichia_coli	13.3459934785
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	79.8564153075
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	40.8478058954
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	14.5906802489
PWY-7385: 1,3-propanediol biosynthesis (engineered)	75.6150057506
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	24.9851032519
KETOGLUCONMET-PWY: ketogluconate metabolism	72.2326333778
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Escherichia.s__Escherichia_coli	24.6644900812
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	9.3719560346
PWY-4702: phytate degradation I	71.6708547768
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	26.5005731548
PWY-5920: superpathway of heme biosynthesis from glycine	70.0813344788
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	69.6410759214
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Escherichia.s__Escherichia_coli	25.2335173688
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	22.2955301067
GALACTARDEG-PWY: D-galactarate degradation I	68.5453910640
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli	61.0162442692
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	7.7228876801
