# Pathway	D_RCE_plus_DSS_Coverage
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.0000000000
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	0.0000000000
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.0000000000
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified	0.0000000000
PWY0-781: aspartate superpathway	0.0000000000
PWY0-781: aspartate superpathway|unclassified	0.0000000000
PWY-4981: L-proline biosynthesis II (from arginine)	0.0000000000
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	0.0000000066
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	0.0447360416
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.0000000000
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	0.0000000000
PWY-7237: myo-, chiro- and scillo-inositol degradation	0.0000000000
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	0.0000000000
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	0.9999253915
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	0.9924902584
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Acetatifactor.s__Acetatifactor_muris	0.9999583003
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Clostridium.s__Clostridium_sp_ASF502	0.4594496579
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Romboutsia.s__Romboutsia_ilealis	0.0002664000
PWY-5659: GDP-mannose biosynthesis	0.0000000000
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	0.0045267244
PWY-5659: GDP-mannose biosynthesis|unclassified	0.0000000000
PWY0-1296: purine ribonucleosides degradation	0.0000000000
PWY0-1296: purine ribonucleosides degradation|unclassified	0.0000000000
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0.8101414772
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	0.6057322382
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF502	0.3018347033
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	0.3110783045
PWY0-1296: purine ribonucleosides degradation|g__Acetatifactor.s__Acetatifactor_muris	0.3772953344
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	0.1380820104
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0.9115625215
PWY0-1296: purine ribonucleosides degradation|g__Faecalibaculum.s__Faecalibaculum_rodentium	0.0302893899
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	0.0000000000
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	0.0000000030
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	0.4191010745
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	0.0000000000
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.2652095843
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.0414124848
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.0000000000
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	0.0000000000
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.0000000000
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	0.0000000000
PWY-4984: urea cycle	0.0000000000
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	0.0000000000
PWY-4984: urea cycle|unclassified	0.0000000000
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.0000000000
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	0.0000000000
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.0000000000
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	0.0000000000
PWY-7234: inosine-5'-phosphate biosynthesis III	0.0000000000
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	0.0000000000
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	0.0001294048
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_murinus	0.0027375951
TRPSYN-PWY: L-tryptophan biosynthesis	0.0000000000
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	0.0000000000
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	0.0000000000
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0.1559108615
TRPSYN-PWY: L-tryptophan biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	0.2143372140
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	0.0000000000
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	0.0000000000
PWY-6859: all-trans-farnesol biosynthesis	0.0000000000
PWY-6859: all-trans-farnesol biosynthesis|unclassified	0.0000000000
PWY66-399: gluconeogenesis III	0.0000000000
PWY66-399: gluconeogenesis III|unclassified	0.0000000000
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.0000000000
PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified	0.0000000000
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	0.0000000000
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	0.0000000000
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	0.0860389991
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.0000449872
PWY-5030: L-histidine degradation III	0.0000000000
PWY-5030: L-histidine degradation III|unclassified	0.0000000000
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	0.1337637123
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	0.0000000001
PWY-5030: L-histidine degradation III|g__Romboutsia.s__Romboutsia_ilealis	0.6167488626
PWY-5913: TCA cycle VI (obligate autotrophs)	0.0000000000
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	0.0000000000
PWY-6897: thiamin salvage II	0.0000000000
PWY-6897: thiamin salvage II|unclassified	0.0000000000
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis	0.0257167255
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.0000000211
PWY0-1261: anhydromuropeptides recycling	0.0000000000
PWY0-1261: anhydromuropeptides recycling|unclassified	0.0000000000
PWY-6936: seleno-amino acid biosynthesis	0.0000000000
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	0.0000000000
PWY-6936: seleno-amino acid biosynthesis|unclassified	0.0000000000
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	0.7576284744
PWY-6936: seleno-amino acid biosynthesis|g__Romboutsia.s__Romboutsia_ilealis	0.0286267718
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0.8424587737
PWY-6608: guanosine nucleotides degradation III	0.0000000000
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	0.0000000088
PWY-6608: guanosine nucleotides degradation III|unclassified	0.0000000000
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0.0000000000
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	0.7332669005
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	0.0000000000
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	0.3962154598
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.0000000000
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	0.0038901534
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	0.0000386027
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Romboutsia.s__Romboutsia_ilealis	0.4757203794
PWY-6901: superpathway of glucose and xylose degradation	0.0000000000
PWY-6901: superpathway of glucose and xylose degradation|unclassified	0.0000000000
PPGPPMET-PWY: ppGpp biosynthesis	0.0000000000
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	0.5625442818
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	0.0000000000
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.0000000000
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	0.0000000000
PWY-6803: phosphatidylcholine acyl editing	0.0000000000
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	0.0632700118
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.0000000000
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	0.0000000000
PWY-5941: glycogen degradation II (eukaryotic)	0.0000000000
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	0.0000000000
P164-PWY: purine nucleobases degradation I (anaerobic)	0.0000000000
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	0.0000000000
PENTOSE-P-PWY: pentose phosphate pathway	0.0000000000
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0.0000000000
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	0.0238417066
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.0000000000
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	0.0000000000
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	0.0174536333
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.0000000141
P42-PWY: incomplete reductive TCA cycle	0.0000000000
P42-PWY: incomplete reductive TCA cycle|unclassified	0.0000000000
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0.0000000000
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	0.0000132145
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Romboutsia.s__Romboutsia_ilealis	0.4028901144
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	0.0000000000
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	0.0748705948
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0.0000000000
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	0.0235400948
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	0.0000000000
TCA: TCA cycle I (prokaryotic)	0.0000000000
TCA: TCA cycle I (prokaryotic)|unclassified	0.0000000000
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.0000000000
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	0.0000692798
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	0.1285479823
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	0.0000000000
PWY-7456: mannan degradation	0.0000000000
PWY-7456: mannan degradation|unclassified	0.0000000000
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.0000000000
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	0.0000000000
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.0000000000
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	0.0000000000
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.0000000000
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	0.0000000000
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Romboutsia.s__Romboutsia_ilealis	0.1496479055
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.0000000000
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	0.0000000000
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0000000000
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	0.0000000000
FERMENTATION-PWY: mixed acid fermentation	0.0000000000
FERMENTATION-PWY: mixed acid fermentation|unclassified	0.0000000000
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.0000000000
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	0.0000000000
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	0.0000000000
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	0.0000000000
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.0000000000
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)|unclassified	0.0000000000
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.0000000000
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	0.0000000000
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Acetatifactor.s__Acetatifactor_muris	0.3836642853
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.0000000000
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	0.0000000000
NAGLIPASYN-PWY: lipid IVA biosynthesis	0.0000000000
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	0.0000000000
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.6345613756
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.3825789239
PWY-5918: superpathay of heme biosynthesis from glutamate	0.0000000000
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified	0.0000000000
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0.0000000000
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	0.0000000000
P108-PWY: pyruvate fermentation to propanoate I	0.0000000000
P108-PWY: pyruvate fermentation to propanoate I|unclassified	0.0000000000
PWY-6353: purine nucleotides degradation II (aerobic)	0.0000000000
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	0.0000000000
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.0000000000
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	0.0000000000
PWY-5505: L-glutamate and L-glutamine biosynthesis	0.0000000000
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	0.0000000000
PWY-6549: L-glutamine biosynthesis III	0.0000000000
PWY-6549: L-glutamine biosynthesis III|unclassified	0.0000000000
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.0000000000
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	0.0000000000
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	0.0000000000
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified	0.0000000000
PWY-7254: TCA cycle VII (acetate-producers)	0.0000000000
PWY-2941: L-lysine biosynthesis II	0.0000000000
PWY-2941: L-lysine biosynthesis II|unclassified	0.0000000000
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_murinus	0.1844485682
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0.2246424432
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	0.3693011813
PWY0-1479: tRNA processing	0.0000000000
PWY0-1479: tRNA processing|unclassified	0.0000000000
PWY-5690: TCA cycle II (plants and fungi)	0.0000000000
PWY-5690: TCA cycle II (plants and fungi)|unclassified	0.0000000000
P441-PWY: superpathway of N-acetylneuraminate degradation	0.0000000000
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	0.0000000000
PWY-6263: superpathway of menaquinol-8 biosynthesis II	0.0000000000
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	0.0000000000
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.0000000000
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	0.0000000000
GALACTUROCAT-PWY: D-galacturonate degradation I	0.0000000000
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	0.0000000000
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	0.0000000000
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.0000000000
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	0.0000000000
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.0000000000
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	0.0000000000
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	0.0000000000
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	0.0000000000
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Romboutsia.s__Romboutsia_ilealis	0.2623605034
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	0.0836971096
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.0235463964
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.0000000000
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	0.0000000000
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.2127973779
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0.0000000000
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	0.0000000000
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	0.1432712881
PWYG-321: mycolate biosynthesis	0.0000000000
PWYG-321: mycolate biosynthesis|unclassified	0.0000000000
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.0000000000
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	0.0000000000
PWY-6606: guanosine nucleotides degradation II	0.0000000000
PWY-6606: guanosine nucleotides degradation II|unclassified	0.0000000000
PWY-7664: oleate biosynthesis IV (anaerobic)	0.0000000000
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	0.0000000000
CENTFERM-PWY: pyruvate fermentation to butanoate	0.0000000000
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	0.0000000000
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.0000000000
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	0.0000000000
FUCCAT-PWY: fucose degradation	0.0000000000
FUCCAT-PWY: fucose degradation|unclassified	0.0000000000
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.0000000000
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	0.0000000000
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.0000000000
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	0.0000000000
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	0.0000000000
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	0.0000000000
METH-ACETATE-PWY: methanogenesis from acetate	0.0000000000
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	0.0000000000
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0.0000000000
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	0.0000000000
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.0000000000
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	0.0000000000
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.0000000000
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	0.0000000000
PWY-4041: &gamma;-glutamyl cycle	0.0000000000
PWY-4041: &gamma;-glutamyl cycle|unclassified	0.0000000000
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.0000000000
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	0.0000000000
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.0000000000
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	0.0000000000
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.0000000000
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	0.0000000000
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0000000000
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	0.0000000000
PWY-5971: palmitate biosynthesis II (bacteria and plants)	0.0000000000
PWY-5971: palmitate biosynthesis II (bacteria and plants)|unclassified	0.0000000000
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.0000000000
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	0.0000000000
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.0000000000
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	0.0000000000
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0.0000000000
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	0.0000000000
PWY-5177: glutaryl-CoA degradation	0.0000000000
PWY-5177: glutaryl-CoA degradation|unclassified	0.0000000000
PYRIDNUCSAL-PWY: NAD salvage pathway I	0.0000000000
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	0.0000000000
PWY-5676: acetyl-CoA fermentation to butanoate II	0.0000000000
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	0.0000000000
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0.0000000000
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	0.0000000000
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.0000000000
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	0.0000000000
PWY-6143: CMP-pseudaminate biosynthesis	0.0000000000
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	0.0000000000
PWY-621: sucrose degradation III (sucrose invertase)	0.0000000000
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	0.0000000000
PWY-621: sucrose degradation III (sucrose invertase)|g__Acetatifactor.s__Acetatifactor_muris	0.3190444028
PWY-7392: taxadiene biosynthesis (engineered)	0.0000000000
LACTOSECAT-PWY: lactose and galactose degradation I	0.0000000000
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	0.0000000000
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	0.8152284937
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.0000000000
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified	0.0000000000
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	0.0000000000
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	0.0000000000
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Romboutsia.s__Romboutsia_ilealis	0.0615989039
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.0000000000
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	0.0000000000
PWY-6270: isoprene biosynthesis I	0.0000000000
PWY-6270: isoprene biosynthesis I|unclassified	0.0000000000
PWY-6305: putrescine biosynthesis IV	0.0000000000
PWY-6305: putrescine biosynthesis IV|unclassified	0.0000000000
FAO-PWY: fatty acid &beta;-oxidation I	0.0000000000
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	0.0000000000
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	0.0000000000
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	0.0000000000
PWY-7242: D-fructuronate degradation	0.0000000000
PWY-7242: D-fructuronate degradation|unclassified	0.0000000000
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.0000000000
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0.0000000000
PWY-7560: methylerythritol phosphate pathway II	0.0000000000
PWY-7560: methylerythritol phosphate pathway II|unclassified	0.0000000000
P562-PWY: myo-inositol degradation I	0.0000000000
P562-PWY: myo-inositol degradation I|unclassified	0.0000000000
P161-PWY: acetylene degradation	0.0000000000
P161-PWY: acetylene degradation|unclassified	0.0000000000
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.0000000000
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	0.0000000000
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.0000000000
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	0.0000000000
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.0000000000
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	0.0000000000
P124-PWY: Bifidobacterium shunt	0.0000000000
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.0000000000
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	0.0000000000
PWY-6749: CMP-legionaminate biosynthesis I	0.0000000000
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	0.0000000000
PWY-6749: CMP-legionaminate biosynthesis I|g__Acetatifactor.s__Acetatifactor_muris	0.0041505066
P122-PWY: heterolactic fermentation	0.0000000000
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.0000000000
PWY-6588: pyruvate fermentation to acetone	0.0000000000
PWY-6588: pyruvate fermentation to acetone|unclassified	0.0000000000
PWY-5840: superpathway of menaquinol-7 biosynthesis	0.0000000000
