# Pathway	Start_Abundance
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	23.0807091586
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	22.6478495856
PWY0-1296: purine ribonucleosides degradation	1192.7042084908
PWY0-1296: purine ribonucleosides degradation|unclassified	1069.3363377521
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	22.2967931282
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	12.3976396230
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1131.4123657026
PWY-5913: TCA cycle VI (obligate autotrophs)	1122.4849715282
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	31.4688106685
TRPSYN-PWY: L-tryptophan biosynthesis	1114.3645835111
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	338.4865698462
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	304.5114032550
PWY-4984: urea cycle	1111.8974668579
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	343.7287268279
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_hepaticus	37.2530269835
PWY-4984: urea cycle|unclassified	14.5960815611
PWY66-422: D-galactose degradation V (Leloir pathway)	1095.6480308059
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	733.6665427265
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	23.9164170918
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	15.6953234252
P42-PWY: incomplete reductive TCA cycle	1057.9359726336
P42-PWY: incomplete reductive TCA cycle|unclassified	315.7046889895
TCA: TCA cycle I (prokaryotic)	1046.3104322599
TCA: TCA cycle I (prokaryotic)|unclassified	355.4851973693
PWY-5659: GDP-mannose biosynthesis	1039.9435393312
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	512.6586748985
PWY-5659: GDP-mannose biosynthesis|unclassified	209.4636478898
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	1029.1255892046
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	479.8178683836
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	420.3276922575
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	34.6855864193
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_hepaticus	20.1506041635
PWY-6527: stachyose degradation	1026.6641285207
PWY-6527: stachyose degradation|unclassified	714.7011318192
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	26.8103513133
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	14.7195138424
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	7.7597496907
PWY0-1261: anhydromuropeptides recycling	1019.5052191065
PWY0-1261: anhydromuropeptides recycling|unclassified	218.2200018270
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1006.2787106608
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	284.0837341395
PWY-6317: galactose degradation I (Leloir pathway)	993.5988639645
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	733.6665427265
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	23.9164170918
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	15.6953234252
PWY-7237: myo-, chiro- and scillo-inositol degradation	976.7933067966
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	296.5323070555
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	105.0924951151
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	91.3236146809
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Acetatifactor.s__Acetatifactor_muris	9.7350146506
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	9.2908648342
PWY-6936: seleno-amino acid biosynthesis	972.2104751566
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	410.7014831017
PWY-6936: seleno-amino acid biosynthesis|unclassified	226.2739445990
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	73.2472685250
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	64.4424996151
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	947.3231270133
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	210.7645313396
RHAMCAT-PWY: L-rhamnose degradation I	938.3428990537
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	719.8917536856
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	112.5597058473
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	934.9056474319
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	715.6255282300
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	57.1674155404
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	27.6893499261
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_apodemus	14.2467402373
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	932.2983350193
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	196.7406998751
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	12.4375170899
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	11.1383001768
COLANSYN-PWY: colanic acid building blocks biosynthesis	896.9975665614
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	289.8997398076
PPGPPMET-PWY: ppGpp biosynthesis	885.9583845559
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	631.7153686256
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	124.5624849175
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	872.1740403893
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	486.9776470975
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	94.3340010076
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	34.2664954723
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	23.9005732783
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	22.5765781339
PWY-7234: inosine-5'-phosphate biosynthesis III	862.3592145208
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	766.5182096298
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	19.5279141109
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	11.8156917048
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	844.0865935213
PWY-6612: superpathway of tetrahydrofolate biosynthesis	839.9428982758
PWY-7456: mannan degradation	829.9196072901
PWY-7456: mannan degradation|unclassified	195.4132814208
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	720.3978548870
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	490.0080043196
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	89.2956510886
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	42.0415577624
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	698.5957628596
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	565.4015901316
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	28.0559042729
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	27.3996431362
PWY-5030: L-histidine degradation III	696.8025533442
PWY-5030: L-histidine degradation III|unclassified	491.0939266756
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	60.0772669735
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	676.4497123013
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	213.3690186415
FERMENTATION-PWY: mixed acid fermentation	666.0500537051
FERMENTATION-PWY: mixed acid fermentation|unclassified	58.5875890021
PWY-6892: thiazole biosynthesis I (E. coli)	661.1271915290
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	391.0922051979
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	38.2234747235
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	34.6663536395
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	20.1050443832
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	655.6334619700
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	436.7350807590
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_hepaticus	19.0181669385
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	635.8394324392
PWY-6901: superpathway of glucose and xylose degradation	633.5742012719
PWY-6901: superpathway of glucose and xylose degradation|unclassified	208.4835639820
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	623.3293771844
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	387.0359002812
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	623.3293771844
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	387.0359002812
PWY-6803: phosphatidylcholine acyl editing	618.2193580738
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	610.7545405429
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	310.8746028383
NAGLIPASYN-PWY: lipid IVA biosynthesis	563.2237627624
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	358.5245813140
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	41.5672059826
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	26.4066565865
PWY66-399: gluconeogenesis III	556.9006266284
PWY66-399: gluconeogenesis III|unclassified	377.6360698283
P108-PWY: pyruvate fermentation to propanoate I	531.0385060276
P108-PWY: pyruvate fermentation to propanoate I|unclassified	518.2828771955
PWY-4981: L-proline biosynthesis II (from arginine)	516.6208819298
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	454.0677956610
PWY-4981: L-proline biosynthesis II (from arginine)|g__Oscillibacter.s__Oscillibacter_sp_1_3	5.8271647656
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	507.2765364058
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	66.6551849045
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	30.6503784696
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	29.5657572155
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	21.2660027987
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	13.8719615064
PENTOSE-P-PWY: pentose phosphate pathway	482.6283109367
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	114.6915186806
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	30.7916572103
PWY-6859: all-trans-farnesol biosynthesis	423.0951593833
PWY-5918: superpathay of heme biosynthesis from glutamate	422.0153124194
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	386.1810824586
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	154.6973991975
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	32.1874764823
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	24.9716102125
PWY-5690: TCA cycle II (plants and fungi)	384.2919627637
PWY-5690: TCA cycle II (plants and fungi)|unclassified	260.1886275034
PWY-6549: L-glutamine biosynthesis III	374.8234948292
PWY-6549: L-glutamine biosynthesis III|unclassified	76.5730955169
PWY-7254: TCA cycle VII (acetate-producers)	373.2394262264
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	330.6001444150
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	300.2391991468
PWY0-1479: tRNA processing	297.3467601149
PWY0-1479: tRNA processing|unclassified	278.4699272968
PWY-5505: L-glutamate and L-glutamine biosynthesis	295.7218763622
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	39.4667447698
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	266.4054779736
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	264.7172529082
PWY-6608: guanosine nucleotides degradation III	265.0923227880
PWY-6608: guanosine nucleotides degradation III|unclassified	53.1600731068
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	49.1876964638
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	234.3147606146
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	160.5483443590
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	226.0551897153
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified	10.5819493802
PWY-6263: superpathway of menaquinol-8 biosynthesis II	225.5727152705
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	225.2321853926
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	85.6087544402
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	59.8325096101
PWY-5941: glycogen degradation II (eukaryotic)	222.1876886853
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	203.2684087418
P164-PWY: purine nucleobases degradation I (anaerobic)	221.3507155560
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	41.0088206640
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	220.1023095129
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	162.8009944961
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	219.3617940867
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	203.0826848615
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	212.7694341438
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	118.1299410904
PWY-4041: &gamma;-glutamyl cycle	210.7749803363
PWY-4041: &gamma;-glutamyl cycle|unclassified	124.8692972206
PWY-2941: L-lysine biosynthesis II	204.7282070381
PWY-2941: L-lysine biosynthesis II|unclassified	53.2923415957
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	16.1505667660
PWY-2941: L-lysine biosynthesis II|g__Faecalibaculum.s__Faecalibaculum_rodentium	6.7440305128
P441-PWY: superpathway of N-acetylneuraminate degradation	194.3560992373
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	33.4993908569
NONMEVIPP-PWY: methylerythritol phosphate pathway I	172.4404653782
PWY-6143: CMP-pseudaminate biosynthesis	168.0673747173
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	139.4251808806
GALACTUROCAT-PWY: D-galacturonate degradation I	155.4987690033
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	119.2896602591
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	17.5380843923
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	148.1409363634
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	99.0150480242
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	134.7643137455
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	119.3630175351
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	134.0737416207
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	117.5472635346
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	113.0944404751
PWY-7316: dTDP-N-acetylviosamine biosynthesis	115.7439735194
PWY-7316: dTDP-N-acetylviosamine biosynthesis|unclassified	115.4241576224
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	111.9832866887
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	78.7503808096
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	100.8061689705
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	99.1716349580
PWY-7242: D-fructuronate degradation	100.5496725250
PWY-7242: D-fructuronate degradation|unclassified	98.7493879111
PWY-7385: 1,3-propanediol biosynthesis (engineered)	93.9190326567
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	53.5836949865
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	92.1428621444
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	80.3529539741
PWY-6353: purine nucleotides degradation II (aerobic)	91.3520278999
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	30.1023752463
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	88.9896684700
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	63.2852266060
FASYN-ELONG-PWY: fatty acid elongation -- saturated	88.5044333101
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	86.4790025223
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	86.7567192342
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	12.8303196905
PWYG-321: mycolate biosynthesis	80.5124514035
PWYG-321: mycolate biosynthesis|unclassified	78.7321632109
PWY-7664: oleate biosynthesis IV (anaerobic)	77.6868708732
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	76.3114487673
PWY-7392: taxadiene biosynthesis (engineered)	76.8875090268
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	74.2089984453
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	70.6979201299
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	70.8184326215
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	10.4760860933
PWY-6270: isoprene biosynthesis I	69.7949441657
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	66.8005062716
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	65.9698015283
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	66.7372419623
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	65.7057617600
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	66.0946449921
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	64.8548086795
PWY-5989: stearate biosynthesis II (bacteria and plants)	65.7148792595
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	63.5327371626
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	63.6694675841
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	51.3742456728
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	62.2115482544
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	53.2749996837
PWY-7560: methylerythritol phosphate pathway II	61.5056112309
CENTFERM-PWY: pyruvate fermentation to butanoate	58.1656752534
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	55.8708667474
P161-PWY: acetylene degradation	57.5642523503
P161-PWY: acetylene degradation|unclassified	8.3034282835
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	55.7325818868
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	55.2159473206
PWY-5676: acetyl-CoA fermentation to butanoate II	55.4711306028
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	53.9349719075
PWY-6606: guanosine nucleotides degradation II	52.9789577168
PWY-6606: guanosine nucleotides degradation II|unclassified	12.2772849886
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	50.1425017795
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	48.5195579159
PWY-6305: putrescine biosynthesis IV	49.6860676505
PWY-6305: putrescine biosynthesis IV|unclassified	25.4358087222
PWY0-1061: superpathway of L-alanine biosynthesis	49.2701559029
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	14.6074469264
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	49.0668662297
LACTOSECAT-PWY: lactose and galactose degradation I	49.0466733726
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	23.3651943009
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	11.6548661014
METH-ACETATE-PWY: methanogenesis from acetate	46.3948816711
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	45.8208602594
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	45.6810217461
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	44.6822676922
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	44.4998189742
P124-PWY: Bifidobacterium shunt	41.5927659181
PWY0-42: 2-methylcitrate cycle I	40.5545275313
PWY0-42: 2-methylcitrate cycle I|g__Helicobacter.s__Helicobacter_hepaticus	16.2671808730
PWY-5177: glutaryl-CoA degradation	35.2564955283
PWY-5177: glutaryl-CoA degradation|unclassified	34.7911220856
PWY-5005: biotin biosynthesis II	34.8420739903
PWY-5005: biotin biosynthesis II|unclassified	31.3184439598
PWY-5747: 2-methylcitrate cycle II	32.9879625506
PWY-5747: 2-methylcitrate cycle II|g__Helicobacter.s__Helicobacter_hepaticus	17.3665825151
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	31.6611704304
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	31.4980404284
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	30.7517706313
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	30.1638669880
P562-PWY: myo-inositol degradation I	30.7273667728
P562-PWY: myo-inositol degradation I|unclassified	29.1057016183
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	28.6095336826
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	17.5285320909
PWY-6749: CMP-legionaminate biosynthesis I	27.3785377427
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	27.2677481527
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	20.0039209180
ARGORNPROST-PWY: arginine, ornithine and proline interconversion|unclassified	19.9705166900
FUCCAT-PWY: fucose degradation	18.3256252324
FUCCAT-PWY: fucose degradation|unclassified	17.9481029055
FAO-PWY: fatty acid &beta;-oxidation I	16.1701540488
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	15.7434500577
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	14.8531064952
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	14.5538592075
RUMP-PWY: formaldehyde oxidation I	14.2124445869
RUMP-PWY: formaldehyde oxidation I|unclassified	13.4610970709
KETOGLUCONMET-PWY: ketogluconate metabolism	11.3237415696
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	9.5487758333
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	9.2982213511
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis|unclassified	8.3761858454
PWY-6876: isopropanol biosynthesis	7.8618252517
PWY-6876: isopropanol biosynthesis|unclassified	7.7979758939
PWY-6588: pyruvate fermentation to acetone	6.6197807535
PWY-6588: pyruvate fermentation to acetone|unclassified	6.5744540060
