# Pathway	RCE_318_Abundance
PWY-7664: oleate biosynthesis IV (anaerobic)	49.2640517748
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	48.4612074272
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	46.5970500120
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	37.4532318830
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	42.3270978392
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	41.8429424136
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	42.2992337446
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	41.6980170455
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	42.1540076613
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	32.4987236887
PWY-5989: stearate biosynthesis II (bacteria and plants)	41.8093084298
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	40.7125105324
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	37.4951445354
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	37.1525300702
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	35.2915531465
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	34.8830828065
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	32.9376491923
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	27.5177854064
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	29.2862708290
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	28.8663150443
PWY0-42: 2-methylcitrate cycle I	28.4601779146
PWY0-42: 2-methylcitrate cycle I|g__Helicobacter.s__Helicobacter_hepaticus	6.9225325797
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	23.0761410379
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	23.0208534264
PWY-7242: D-fructuronate degradation	23.0557808008
PWY-7242: D-fructuronate degradation|unclassified	22.9747678842
PWY-5747: 2-methylcitrate cycle II	23.0341044693
PWY-5747: 2-methylcitrate cycle II|g__Helicobacter.s__Helicobacter_hepaticus	6.6294322152
PWY-6353: purine nucleotides degradation II (aerobic)	22.3347328654
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	19.4019367416
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	18.8520433959
PWY-7013: L-1,2-propanediol degradation	16.1864249319
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	16.0118773555
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	15.4859064994
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	15.4364255888
FAO-PWY: fatty acid &beta;-oxidation I	14.1019499657
PWY-5005: biotin biosynthesis II	14.0547391217
PWY-5005: biotin biosynthesis II|unclassified	12.1219281971
P562-PWY: myo-inositol degradation I	13.7021970992
P562-PWY: myo-inositol degradation I|unclassified	12.3671533864
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	12.7033880124
PWY-6606: guanosine nucleotides degradation II	12.0562105125
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	10.4679954722
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	10.4543940191
KETOGLUCONMET-PWY: ketogluconate metabolism	9.4641111853
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	8.1066947820
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	8.9042639273
