# Pathway	D_RCE_Abundance
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	98.6843944430
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	72.7205904444
PWY-5659: GDP-mannose biosynthesis	635.6568810809
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	216.8334466696
PWY-5659: GDP-mannose biosynthesis|unclassified	111.8045123484
PWY-5913: TCA cycle VI (obligate autotrophs)	617.5888127414
PWY-7456: mannan degradation	593.5275626703
PWY-7456: mannan degradation|unclassified	98.5377086941
NONMEVIPP-PWY: methylerythritol phosphate pathway I	523.3747439566
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	45.3042165364
PWY-6936: seleno-amino acid biosynthesis	516.3587290167
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	195.3363264486
PWY-6936: seleno-amino acid biosynthesis|unclassified	173.9540111116
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	132.1224472943
PWY-6936: seleno-amino acid biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	8.8636806426
PWY-6612: superpathway of tetrahydrofolate biosynthesis	508.8633588662
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	505.6698026098
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	10.0331828392
P108-PWY: pyruvate fermentation to propanoate I	498.4820529065
P108-PWY: pyruvate fermentation to propanoate I|unclassified	434.1376025489
CITRULBIO-PWY: L-citrulline biosynthesis	496.9533520213
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	121.4053130499
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	466.8351932048
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	255.3652753112
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	466.8351932048
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	255.3652753112
PPGPPMET-PWY: ppGpp biosynthesis	441.6747704075
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	264.5079738514
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	71.0388075821
PWY-4984: urea cycle	441.0049290035
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	125.0066951714
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	439.4897391093
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	195.1829654050
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	435.5782041212
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	262.2612592672
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	81.3461730729
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	4.1671740778
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	433.9929921844
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	417.7000527486
PWY66-399: gluconeogenesis III	409.8082454175
PWY66-399: gluconeogenesis III|unclassified	287.0537420412
PWY-4981: L-proline biosynthesis II (from arginine)	398.5139525045
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	324.7230117126
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	10.4182645170
PWY0-1479: tRNA processing	390.8886169973
PWY0-1479: tRNA processing|unclassified	351.6196834915
P441-PWY: superpathway of N-acetylneuraminate degradation	373.1295387748
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	86.0743612325
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	367.0533752502
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	361.5499264039
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	127.0869958874
PWY-6859: all-trans-farnesol biosynthesis	354.1523830073
PWY-6859: all-trans-farnesol biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	9.0213032138
PWY-6803: phosphatidylcholine acyl editing	351.3788628140
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	349.8074909998
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	190.3595933898
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	54.6861088216
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	26.5713780364
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	322.7265477122
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	120.2680002371
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	318.2196281199
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	236.5293643201
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	37.9074818208
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	297.0139374318
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	272.3390320596
PWY-6608: guanosine nucleotides degradation III	282.9819900938
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	121.9495459547
PWY-6608: guanosine nucleotides degradation III|unclassified	52.6572451738
PWY-5918: superpathay of heme biosynthesis from glutamate	273.7495751357
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	261.5226866721
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	259.2461199669
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	252.5111600427
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	176.5801370505
PWY-6263: superpathway of menaquinol-8 biosynthesis II	247.7410525214
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	32.3805888341
PWY-4041: &gamma;-glutamyl cycle	242.3017255659
PWY-4041: &gamma;-glutamyl cycle|unclassified	53.6059575218
PWY-7392: taxadiene biosynthesis (engineered)	240.6808140742
PWY-6270: isoprene biosynthesis I	240.4936666856
PWY-2941: L-lysine biosynthesis II	235.4060408350
PWY-2941: L-lysine biosynthesis II|unclassified	67.0521785735
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	27.8271875258
PWY-2941: L-lysine biosynthesis II|g__Faecalibaculum.s__Faecalibaculum_rodentium	19.4773230261
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_intestinalis	2.0268304253
PWY-5941: glycogen degradation II (eukaryotic)	232.2147558725
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	189.8696711860
FERMENTATION-PWY: mixed acid fermentation	223.7051237235
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	213.0659720707
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	195.6879378734
PWY-7560: methylerythritol phosphate pathway II	211.8932056246
P164-PWY: purine nucleobases degradation I (anaerobic)	205.2110370455
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	41.3208285131
PWY-5505: L-glutamate and L-glutamine biosynthesis	195.5672836282
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	83.4711635862
PWY-6143: CMP-pseudaminate biosynthesis	190.7149497050
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	74.6489920793
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	187.0279675600
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	37.3198587612
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	171.1226041136
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	162.9926737342
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	167.6722521812
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	55.9152889017
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	49.9023343736
P124-PWY: Bifidobacterium shunt	165.3869965620
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	163.8600066886
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	161.5898736878
GALACTUROCAT-PWY: D-galacturonate degradation I	163.8437552577
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	114.5893975932
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	18.0679032343
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	144.8680416476
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	28.8033144590
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	126.8450849695
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	44.4436688192
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	118.9800573892
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	110.1308318530
P161-PWY: acetylene degradation	117.8154499914
P161-PWY: acetylene degradation|unclassified	22.1806977928
LACTOSECAT-PWY: lactose and galactose degradation I	109.1332177798
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	67.0310174093
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	32.8785038070
PWY-6549: L-glutamine biosynthesis III	104.7527276289
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	101.6080070904
PWY-6606: guanosine nucleotides degradation II	91.9742408418
PWY-6606: guanosine nucleotides degradation II|unclassified	15.8375168833
PWY-6353: purine nucleotides degradation II (aerobic)	91.0513046137
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	28.3464303724
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	88.5933616914
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	79.6224859262
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	88.5674320556
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	35.9523889930
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	83.0862487933
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	33.1973369810
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	81.0502308002
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified	13.8984528630
PWY-6305: putrescine biosynthesis IV	78.8751247896
PWY-6305: putrescine biosynthesis IV|unclassified	43.8946330222
FUCCAT-PWY: fucose degradation	78.1765133402
FUCCAT-PWY: fucose degradation|unclassified	75.4941093696
PWY0-1061: superpathway of L-alanine biosynthesis	73.4232734815
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	39.2160678621
PWY-5690: TCA cycle II (plants and fungi)	72.5680103210
PWY-5690: TCA cycle II (plants and fungi)|unclassified	70.0797410716
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	71.9962783172
PWY-7254: TCA cycle VII (acetate-producers)	69.9761134844
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	43.7596698596
CENTFERM-PWY: pyruvate fermentation to butanoate	69.7171818498
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	28.2025139557
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	69.6477711380
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	66.1042123488
PWY66-409: superpathway of purine nucleotide salvage	57.4271913338
PWY66-409: superpathway of purine nucleotide salvage|unclassified	56.9502552954
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	48.0404361474
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	47.7813570687
PWY-7242: D-fructuronate degradation	47.9773974825
PWY-7242: D-fructuronate degradation|unclassified	47.7314995258
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	47.3030226131
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	45.7038773916
METH-ACETATE-PWY: methanogenesis from acetate	46.4191934539
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	45.9317795423
PWY-7385: 1,3-propanediol biosynthesis (engineered)	45.2776007811
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	43.2888580644
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	44.9703993115
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_faecichinchillae	10.4943127248
PWY-5177: glutaryl-CoA degradation	44.3560081777
PWY-5177: glutaryl-CoA degradation|unclassified	17.1364617506
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	44.2740351812
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	44.0703073976
P122-PWY: heterolactic fermentation	42.7422563059
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	38.6571215138
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	15.7065489383
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	36.2420562682
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	27.0144347996
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	36.1854611516
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_faecichinchillae	9.2305527033
FAO-PWY: fatty acid &beta;-oxidation I	35.0465924782
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	16.0333713778
PWY-5676: acetyl-CoA fermentation to butanoate II	27.8717708952
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	27.6209439205
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	21.8025689919
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	21.7135909766
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	20.9707964741
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I|unclassified	16.2264220080
GLUDEG-I-PWY: GABA shunt	20.9417301967
GLUDEG-I-PWY: GABA shunt|g__Lactobacillus.s__Lactobacillus_reuteri	8.3323843815
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	17.2044341020
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	16.8550009656
PWY-6749: CMP-legionaminate biosynthesis I	16.8685577076
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	16.8286203542
PWY-5022: 4-aminobutanoate degradation V	14.5691653491
PWY-621: sucrose degradation III (sucrose invertase)	14.5567362776
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	14.3585425705
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	13.9569965398
ARGORNPROST-PWY: arginine, ornithine and proline interconversion|unclassified	13.9227298755
PWY-4321: L-glutamate degradation IV	13.0066546404
PWY-4321: L-glutamate degradation IV|g__Lactobacillus.s__Lactobacillus_reuteri	8.7123531459
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	12.9325178826
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	12.6582000490
PWY-7316: dTDP-N-acetylviosamine biosynthesis	11.1647327405
PWY-7316: dTDP-N-acetylviosamine biosynthesis|unclassified	11.1605487313
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	8.7740426029
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	5.8387129206
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	5.8226197172
