# Pathway	test_Satya_Abundance
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	103.5988594377
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	93.4807648277
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	102.5446716799
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	96.2737196306
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	99.8822950191
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	93.1032230186
PWY-7385: 1,3-propanediol biosynthesis (engineered)	96.2347793057
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	63.8585808883
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	95.2898406159
PWY-5676: acetyl-CoA fermentation to butanoate II	88.1903449779
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	85.9067039386
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	81.0651668562
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	74.6705638823
PWY-5177: glutaryl-CoA degradation	79.9634171747
PWY-5177: glutaryl-CoA degradation|unclassified	51.8468646290
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	77.8378686304
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	73.5629538958
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	72.2093673541
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	60.3623597390
NONMEVIPP-PWY: methylerythritol phosphate pathway I	70.8310753118
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	64.8108053185
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	36.1011783435
FASYN-ELONG-PWY: fatty acid elongation -- saturated	62.9665443496
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	61.9500901982
PWY-6606: guanosine nucleotides degradation II	59.3278280221
PWYG-321: mycolate biosynthesis	57.2677535850
PWYG-321: mycolate biosynthesis|unclassified	56.3995641041
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	57.1455609838
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	48.3644422248
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	56.7418712822
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	36.0672508964
P124-PWY: Bifidobacterium shunt	56.2827914899
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	55.6772911992
PWY-7664: oleate biosynthesis IV (anaerobic)	55.2062727856
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	54.5037888837
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	55.0499366289
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	54.6553294630
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	54.6262779205
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	53.9080877453
PWY-7242: D-fructuronate degradation	54.5593429999
PWY-7242: D-fructuronate degradation|unclassified	53.8403303655
FAO-PWY: fatty acid &beta;-oxidation I	54.3601494901
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	34.5646194993
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	53.6378365838
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	28.7037700782
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	52.6852202792
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	51.5904268137
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	51.7522919291
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	50.9518534574
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	50.4224827719
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	50.5080191768
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	33.3109999255
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	47.7578046419
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	36.5955490939
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	47.4273556822
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	47.4147975152
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	46.9753127236
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	47.4037037880
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	46.8888717944
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	47.3460281442
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	45.6417886353
PWY-5989: stearate biosynthesis II (bacteria and plants)	46.9764748088
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	46.1686484286
PWY-7560: methylerythritol phosphate pathway II	46.0427271021
P161-PWY: acetylene degradation	43.4517296833
P161-PWY: acetylene degradation|unclassified	22.3888047081
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	40.0224208430
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	37.4837746727
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	39.5533850730
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	39.2159355333
PWY66-409: superpathway of purine nucleotide salvage	38.3850615122
PWY66-409: superpathway of purine nucleotide salvage|unclassified	38.0753357574
GLUDEG-I-PWY: GABA shunt	37.5651465843
GLUDEG-I-PWY: GABA shunt|g__Lactobacillus.s__Lactobacillus_reuteri	7.0993169703
PWY-5022: 4-aminobutanoate degradation V	36.9711586799
PWY-5022: 4-aminobutanoate degradation V|unclassified	11.9784672158
METH-ACETATE-PWY: methanogenesis from acetate	34.0942765426
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	33.5838808467
PWY-922: mevalonate pathway I	33.4748626456
PWY-922: mevalonate pathway I|g__Lactobacillus.s__Lactobacillus_reuteri	11.4365019712
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	32.1798678572
ARGORNPROST-PWY: arginine, ornithine and proline interconversion|unclassified	32.0719257336
PWY-7392: taxadiene biosynthesis (engineered)	30.9314444434
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	30.0343269234
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	28.9461753239
P122-PWY: heterolactic fermentation	29.0453543569
PWY-6270: isoprene biosynthesis I	27.6611475007
PWY0-1061: superpathway of L-alanine biosynthesis	27.2361543097
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	27.0314059901
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	27.1652727993
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	25.3808887576
LACTOSECAT-PWY: lactose and galactose degradation I	23.5862475073
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	17.7622177076
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	19.8671313448
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	19.7554517348
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	19.3241939023
FUCCAT-PWY: fucose degradation	19.3488826354
FUCCAT-PWY: fucose degradation|unclassified	19.3399361121
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	16.4334603765
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	16.3421968445
P562-PWY: myo-inositol degradation I	15.4719610509
P562-PWY: myo-inositol degradation I|unclassified	15.2461511096
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	14.7614383670
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	13.1998442281
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	13.1276310563
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	13.0841893406
PWY-621: sucrose degradation III (sucrose invertase)	12.1642858568
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	12.1042572773
PWY-4321: L-glutamate degradation IV	11.7046342230
PWY-4321: L-glutamate degradation IV|g__Lactobacillus.s__Lactobacillus_reuteri	8.3464445578
PWY-6588: pyruvate fermentation to acetone	9.8598229385
PWY-6588: pyruvate fermentation to acetone|unclassified	9.7875759276
PWY-7013: L-1,2-propanediol degradation	8.5669415196
PWY-7013: L-1,2-propanediol degradation|unclassified	8.3274778332
