# Pathway	DSS_339_Abundance
P164-PWY: purine nucleobases degradation I (anaerobic)	781.2595596982
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	67.1823365479
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	778.3759452908
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	188.6744230545
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	33.1410383362
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	774.0278661858
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_coli	280.2750772663
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified	104.7158987209
PWY-6527: stachyose degradation	766.7778179306
PWY-6527: stachyose degradation|unclassified	302.4973329352
PWY-6527: stachyose degradation|g__Escherichia.s__Escherichia_coli	292.3883587849
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_murinus	22.9338290235
PWY-5690: TCA cycle II (plants and fungi)	763.4000535272
PWY-5690: TCA cycle II (plants and fungi)|unclassified	264.7108363859
PWY-5690: TCA cycle II (plants and fungi)|g__Escherichia.s__Escherichia_coli	157.8767134437
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	756.2343346088
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	179.1439840630
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	755.2425365447
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	176.3984606373
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Escherichia.s__Escherichia_coli	132.9292573871
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	7.9858091603
PWY-4041: &gamma;-glutamyl cycle	752.7717546870
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	223.8201965407
PWY-4041: &gamma;-glutamyl cycle|unclassified	106.7902762249
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	749.1789748640
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Escherichia.s__Escherichia_coli	125.8944201513
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	70.3489843630
PWY-5941: glycogen degradation II (eukaryotic)	734.3110189672
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	358.3353104603
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	725.3937171036
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	484.4769013731
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|g__Escherichia.s__Escherichia_coli	126.6183857742
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	709.4040473151
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	377.5643900701
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	41.8361249010
PWY-6859: all-trans-farnesol biosynthesis	700.1770450844
PWY-6859: all-trans-farnesol biosynthesis|g__Escherichia.s__Escherichia_coli	73.8257877176
PWY-6859: all-trans-farnesol biosynthesis|unclassified	21.0974898940
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	697.8673051311
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Escherichia.s__Escherichia_coli	101.8650212200
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	76.3376545998
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	688.2105267048
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	279.1229418984
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	78.2882411617
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	680.7150550624
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Escherichia.s__Escherichia_coli	180.9806566706
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	78.9674024176
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	677.8925752447
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	327.8208238832
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	75.2133367688
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	674.3428556919
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|g__Escherichia.s__Escherichia_coli	191.0375774020
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	29.3087096629
GLUDEG-I-PWY: GABA shunt	667.2805461169
PWY-5838: superpathway of menaquinol-8 biosynthesis I	666.6589432768
PWY-5838: superpathway of menaquinol-8 biosynthesis I|g__Escherichia.s__Escherichia_coli	190.7747884445
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	664.4183554423
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Escherichia.s__Escherichia_coli	228.4212222820
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	37.3816678626
PWY-7254: TCA cycle VII (acetate-producers)	659.1653892984
PWY-7254: TCA cycle VII (acetate-producers)|g__Escherichia.s__Escherichia_coli	161.6109650740
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	137.7727597803
GALACTUROCAT-PWY: D-galacturonate degradation I	651.4976082167
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	87.1818796498
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	80.7092551000
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	56.9843657742
PYRIDNUCSAL-PWY: NAD salvage pathway I	640.0269525705
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	97.4458791110
PWY-5897: superpathway of menaquinol-11 biosynthesis	625.6266463626
PWY-5897: superpathway of menaquinol-11 biosynthesis|g__Escherichia.s__Escherichia_coli	189.3774745810
PWY-5898: superpathway of menaquinol-12 biosynthesis	625.6266463626
PWY-5898: superpathway of menaquinol-12 biosynthesis|g__Escherichia.s__Escherichia_coli	189.3774745810
PWY-5899: superpathway of menaquinol-13 biosynthesis	625.6266463626
PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Escherichia.s__Escherichia_coli	189.3774745810
PWY-5022: 4-aminobutanoate degradation V	622.4166307639
PWY-5022: 4-aminobutanoate degradation V|unclassified	19.1160673818
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	599.8562812685
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	54.8120941414
PWY0-1479: tRNA processing	596.2287698560
PWY0-1479: tRNA processing|g__Escherichia.s__Escherichia_coli	246.4693935375
PWY0-1479: tRNA processing|unclassified	132.2549269540
P161-PWY: acetylene degradation	588.2247389421
P161-PWY: acetylene degradation|g__Escherichia.s__Escherichia_coli	262.9571939009
P161-PWY: acetylene degradation|unclassified	22.2726668596
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	587.5792419680
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Escherichia.s__Escherichia_coli	210.4211101603
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	30.8121605897
PWY-5723: Rubisco shunt	574.7844935716
PWY-5723: Rubisco shunt|g__Escherichia.s__Escherichia_coli	265.1208369547
PWY-5723: Rubisco shunt|unclassified	185.8871265382
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	573.4625388857
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	225.2841169695
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	130.1161589615
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	75.7747326438
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	24.9869926786
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_hepaticus	9.6771775614
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	567.8026120229
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	135.3432903517
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	85.5464885261
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	566.3610381358
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	174.8678269340
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	134.8510615180
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lactobacillus.s__Lactobacillus_reuteri	8.2162553917
KETOGLUCONMET-PWY: ketogluconate metabolism	535.4408353838
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Escherichia.s__Escherichia_coli	405.2141747477
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	24.7087055724
PWY-6305: putrescine biosynthesis IV	534.9467740693
PWY-6305: putrescine biosynthesis IV|g__Escherichia.s__Escherichia_coli	334.5607585520
PWY-7242: D-fructuronate degradation	534.1572731110
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	78.2358581260
PWY-7242: D-fructuronate degradation|unclassified	53.3733829675
PWY-6803: phosphatidylcholine acyl editing	526.6007578530
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	188.1321312412
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	523.6049489204
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	304.4502982398
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	56.9931794977
GLYOXYLATE-BYPASS: glyoxylate cycle	520.7694361883
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	201.8092976914
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	71.5982992905
PWY-6549: L-glutamine biosynthesis III	515.7623724078
PWY-6549: L-glutamine biosynthesis III|unclassified	195.6357646543
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	513.2571812373
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	130.8866450023
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	504.4235993560
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis|g__Escherichia.s__Escherichia_coli	187.6059277012
ENTBACSYN-PWY: enterobactin biosynthesis	503.8649275988
ENTBACSYN-PWY: enterobactin biosynthesis|g__Escherichia.s__Escherichia_coli	191.7890372347
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	489.4356401202
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	222.0033473601
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	66.3344970255
PWY-5840: superpathway of menaquinol-7 biosynthesis	486.9855734432
PWY-5840: superpathway of menaquinol-7 biosynthesis|g__Escherichia.s__Escherichia_coli	179.8691830299
PWY-5845: superpathway of menaquinol-9 biosynthesis	486.9855734432
PWY-5845: superpathway of menaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	179.8691830299
PWY-5850: superpathway of menaquinol-6 biosynthesis I	486.9855734432
PWY-5850: superpathway of menaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	179.8691830299
PWY-5896: superpathway of menaquinol-10 biosynthesis	486.9855734432
PWY-5896: superpathway of menaquinol-10 biosynthesis|g__Escherichia.s__Escherichia_coli	179.8691830299
PWY66-409: superpathway of purine nucleotide salvage	485.9127086543
PWY66-409: superpathway of purine nucleotide salvage|g__Escherichia.s__Escherichia_coli	168.0850137924
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	468.4284849406
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	165.3399670233
CITRULBIO-PWY: L-citrulline biosynthesis	465.3225914306
CITRULBIO-PWY: L-citrulline biosynthesis|g__Escherichia.s__Escherichia_coli	200.6990396193
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	100.1266952546
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	78.2695238883
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	17.0952323858
PWY-5177: glutaryl-CoA degradation	459.0525574062
PWY-5177: glutaryl-CoA degradation|unclassified	39.1732572170
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	431.8042455735
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Escherichia.s__Escherichia_coli	197.2400673461
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	42.3156067244
PWY-5918: superpathay of heme biosynthesis from glutamate	429.7136004393
PWY-5918: superpathay of heme biosynthesis from glutamate|g__Escherichia.s__Escherichia_coli	214.0166406141
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified	26.4797477545
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	429.5786269028
PWY-5505: L-glutamate and L-glutamine biosynthesis	424.4126046531
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	424.0084762667
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Escherichia.s__Escherichia_coli	223.9026297966
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	58.7158777177
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.1609790418
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	7.6471606967
GLYCOCAT-PWY: glycogen degradation I (bacterial)	401.8061469751
GLYCOCAT-PWY: glycogen degradation I (bacterial)|g__Escherichia.s__Escherichia_coli	218.4318709979
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified	84.4900019860
PPGPPMET-PWY: ppGpp biosynthesis	397.0563220473
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	139.4704297518
PPGPPMET-PWY: ppGpp biosynthesis|g__Escherichia.s__Escherichia_coli	98.3797455481
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	96.9224599234
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	388.4579834780
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	147.5504365871
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	136.2838165825
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_ganmani	26.2544971630
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	381.1534223364
GALACTARDEG-PWY: D-galactarate degradation I	376.1764785490
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli	359.3722894152
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	376.1764785490
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	359.3722894152
ORNDEG-PWY: superpathway of ornithine degradation	367.5054170751
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli	317.2587258494
PWY-6612: superpathway of tetrahydrofolate biosynthesis	361.7761465237
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	149.3184192850
PWY-4702: phytate degradation I	356.5183833656
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	196.7917722934
PWY-4702: phytate degradation I|unclassified	18.3241718269
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	355.5418914553
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	172.2047158984
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	355.5418914553
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	172.2047158984
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	353.1545712241
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	158.6292027681
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	115.7973911333
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	26.2213668871
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_hepaticus	8.4233282371
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	339.5408023168
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	75.3738683583
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	48.2966405786
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	330.9075919125
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Escherichia.s__Escherichia_coli	212.1043670108
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	37.0203250469
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	15.6516088819
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	311.6125181796
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	166.0032492408
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	82.9748482641
PWY-4984: urea cycle	309.2155019561
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	83.1054925294
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_hepaticus	19.1024860992
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	307.9285456533
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Escherichia.s__Escherichia_coli	194.7282036083
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	35.0781427097
PWY-5863: superpathway of phylloquinol biosynthesis	289.9045066339
PWY-5863: superpathway of phylloquinol biosynthesis|g__Escherichia.s__Escherichia_coli	138.0499069881
PWY-5676: acetyl-CoA fermentation to butanoate II	282.9800416490
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Escherichia.s__Escherichia_coli	172.0841377227
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	41.8543726072
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	276.6657998081
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	151.0467870103
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	21.1001963630
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	274.0885146424
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|g__Escherichia.s__Escherichia_coli	156.0952183393
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	274.0885146424
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Escherichia.s__Escherichia_coli	156.0952183393
PWY-7456: mannan degradation	273.4560444160
PWY-7456: mannan degradation|unclassified	91.1545705220
PWY-621: sucrose degradation III (sucrose invertase)	268.9778244026
PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli	164.6371349464
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	72.5146982798
PWY0-42: 2-methylcitrate cycle I	263.5950211914
PWY0-42: 2-methylcitrate cycle I|g__Escherichia.s__Escherichia_coli	114.7840013434
PWY0-42: 2-methylcitrate cycle I|unclassified	28.5404149542
PWY0-42: 2-methylcitrate cycle I|g__Helicobacter.s__Helicobacter_hepaticus	8.2470372168
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	262.6702527978
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	50.0748009182
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	262.4897884273
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	71.9803348050
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	253.0055218308
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Escherichia.s__Escherichia_coli	201.1472346895
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	251.1232133722
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified	7.1110610185
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	249.0511421922
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	101.1859271322
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_coli	61.4470657448
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	33.9238177346
PWY-5747: 2-methylcitrate cycle II	235.4669010747
PWY-5747: 2-methylcitrate cycle II|g__Escherichia.s__Escherichia_coli	97.9935449094
PWY-5747: 2-methylcitrate cycle II|unclassified	28.6294766659
PWY-5747: 2-methylcitrate cycle II|g__Helicobacter.s__Helicobacter_hepaticus	8.4134650980
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	232.4989449612
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	212.7324744779
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|unclassified	10.5192753654
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	228.9664190900
PWY-2723: trehalose degradation V	223.6173110642
PWY-2723: trehalose degradation V|g__Escherichia.s__Escherichia_coli	131.1511573468
PWY-2723: trehalose degradation V|unclassified	42.7901784707
PWY-6731: starch degradation III	222.1395607399
PWY-6731: starch degradation III|g__Escherichia.s__Escherichia_coli	153.7065192068
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	222.0847934155
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Escherichia.s__Escherichia_coli	176.7198262571
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	220.9964641690
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Escherichia.s__Escherichia_coli	169.2018148688
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	15.7555858381
GLUCARDEG-PWY: D-glucarate degradation I	219.9102185399
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	184.7791654443
CENTFERM-PWY: pyruvate fermentation to butanoate	215.6775498305
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	57.8874712821
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	212.4744330489
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|g__Escherichia.s__Escherichia_coli	170.7724684563
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	212.4744330489
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Escherichia.s__Escherichia_coli	170.7724684563
PWY-5173: superpathway of acetyl-CoA biosynthesis	210.3035405099
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	150.1801928224
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	34.8015203102
PWY-6531: mannitol cycle	208.1459996344
PWY-6531: mannitol cycle|g__Escherichia.s__Escherichia_coli	151.6853825039
PWY-6531: mannitol cycle|unclassified	32.5519355372
PWY-5656: mannosylglycerate biosynthesis I	206.2400570112
PWY-5656: mannosylglycerate biosynthesis I|g__Escherichia.s__Escherichia_coli	63.6698380634
NONMEVIPP-PWY: methylerythritol phosphate pathway I	203.8884600022
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	13.4020850788
PWY0-1061: superpathway of L-alanine biosynthesis	197.2951529628
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	151.3332021872
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	11.5202486790
PWY3O-355: stearate biosynthesis III (fungi)	196.4718889866
PWY-7046: 4-coumarate degradation (anaerobic)	192.2784714925
PWY-7046: 4-coumarate degradation (anaerobic)|g__Escherichia.s__Escherichia_coli	131.5989880983
PWY-7046: 4-coumarate degradation (anaerobic)|unclassified	42.6677732413
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	190.9684013233
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	183.0503643227
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	99.9293760271
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	39.2656349789
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	12.2612108309
METHGLYUT-PWY: superpathway of methylglyoxal degradation	181.9302430733
METHGLYUT-PWY: superpathway of methylglyoxal degradation|g__Escherichia.s__Escherichia_coli	144.7321835222
METHGLYUT-PWY: superpathway of methylglyoxal degradation|unclassified	30.4018348995
P108-PWY: pyruvate fermentation to propanoate I	179.7992523162
P108-PWY: pyruvate fermentation to propanoate I|unclassified	177.9670802733
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	179.5098101801
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	156.4034723768
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified	22.4636196456
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	179.5098101801
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	156.4034723768
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|unclassified	22.4636196456
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	171.9899671389
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis|g__Escherichia.s__Escherichia_coli	111.2993655206
PWY-5367: petroselinate biosynthesis	171.9692295495
PWY-5367: petroselinate biosynthesis|g__Escherichia.s__Escherichia_coli	135.1508318689
PWY-7560: methylerythritol phosphate pathway II	171.8956037343
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	167.7325946017
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|g__Escherichia.s__Escherichia_coli	141.0267509824
PWY-5920: superpathway of heme biosynthesis from glycine	158.8233549684
PWY-7094: fatty acid salvage	155.9007031181
