# Pathway	D_RCE_plus_DSS_Abundance
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	2126.7428124551
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	68.4624841810
CITRULBIO-PWY: L-citrulline biosynthesis	2074.0534409023
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	554.3310013866
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	68.6606226267
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	12.9044296086
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	2039.0061376054
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	48.9621472890
METSYN-PWY: L-homoserine and L-methionine biosynthesis	2032.8094029428
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified	59.2679680876
PWY0-781: aspartate superpathway	2009.2914629925
PWY0-781: aspartate superpathway|unclassified	37.4872796401
PWY-4981: L-proline biosynthesis II (from arginine)	2005.5956022392
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	1377.5262270869
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	9.5684426951
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	2005.2062648463
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	38.8580873979
PWY-7237: myo-, chiro- and scillo-inositol degradation	1987.4389739361
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	847.3024032227
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	103.7609643113
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	59.3434829961
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Acetatifactor.s__Acetatifactor_muris	53.0015273388
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Clostridium.s__Clostridium_sp_ASF502	16.0000000000
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Romboutsia.s__Romboutsia_ilealis	8.3974848681
PWY-5659: GDP-mannose biosynthesis	1979.4690113799
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	870.0428588283
PWY-5659: GDP-mannose biosynthesis|unclassified	671.3776060389
PWY0-1296: purine ribonucleosides degradation	1976.6636073621
PWY0-1296: purine ribonucleosides degradation|unclassified	1585.5392676200
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	58.0369865801
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	33.1423848740
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF502	16.7467506920
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	16.6168276055
PWY0-1296: purine ribonucleosides degradation|g__Acetatifactor.s__Acetatifactor_muris	16.3902839965
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	10.9983869003
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	10.5159332839
PWY0-1296: purine ribonucleosides degradation|g__Faecalibaculum.s__Faecalibaculum_rodentium	8.8146332967
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1970.8275224725
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	714.6364050310
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	239.0678301102
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	86.3457717020
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	22.8731755010
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	19.3313437532
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	1932.1948488751
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	84.6971066010
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	1924.8946677997
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	511.3786813795
PWY-4984: urea cycle	1909.1215720766
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	606.5649169913
PWY-4984: urea cycle|unclassified	57.6511265679
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1886.8436783168
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	109.7676911593
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	1864.5791872257
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	102.5930301100
PWY-7234: inosine-5'-phosphate biosynthesis III	1857.0424208114
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	1441.7760887439
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	120.4022986391
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_murinus	9.2299323884
TRPSYN-PWY: L-tryptophan biosynthesis	1774.1548774547
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	555.1380653801
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	367.7276373659
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	15.0994181652
TRPSYN-PWY: L-tryptophan biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	13.6827861795
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	1740.2673168868
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	656.9461768359
PWY-6859: all-trans-farnesol biosynthesis	1734.9296593495
PWY-6859: all-trans-farnesol biosynthesis|unclassified	23.7911570840
PWY66-399: gluconeogenesis III	1683.8798554044
PWY66-399: gluconeogenesis III|unclassified	1218.9406674231
PWY-6612: superpathway of tetrahydrofolate biosynthesis	1662.3463275192
PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified	9.0436226443
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	1657.5168505740
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	195.8968486813
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	19.9090094396
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	12.1058385507
PWY-5030: L-histidine degradation III	1653.6785697001
PWY-5030: L-histidine degradation III|unclassified	1197.7426385218
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	223.8432079158
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	82.5607942031
PWY-5030: L-histidine degradation III|g__Romboutsia.s__Romboutsia_ilealis	35.9039107950
PWY-5913: TCA cycle VI (obligate autotrophs)	1637.8359597347
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	92.7094077089
PWY-6897: thiamin salvage II	1587.6920479782
PWY-6897: thiamin salvage II|unclassified	290.7142550838
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis	17.7785788080
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.3001870162
PWY0-1261: anhydromuropeptides recycling	1587.3829204996
PWY0-1261: anhydromuropeptides recycling|unclassified	573.4748368893
PWY-6936: seleno-amino acid biosynthesis	1575.1016814374
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	675.4307550657
PWY-6936: seleno-amino acid biosynthesis|unclassified	497.6917478480
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	255.7063241167
PWY-6936: seleno-amino acid biosynthesis|g__Romboutsia.s__Romboutsia_ilealis	19.1734338695
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	17.3335073830
PWY-6608: guanosine nucleotides degradation III	1544.2116061529
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	745.0909748760
PWY-6608: guanosine nucleotides degradation III|unclassified	315.4222986818
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	1543.5364403913
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	1168.4889596421
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	110.2648897103
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	5.9156087136
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1537.9006979525
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	900.7193718497
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	1515.4971983033
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	929.3836139083
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	416.3390136536
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	67.3394734576
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Romboutsia.s__Romboutsia_ilealis	28.2012224359
PWY-6901: superpathway of glucose and xylose degradation	1481.7738686030
PWY-6901: superpathway of glucose and xylose degradation|unclassified	749.1854447572
PPGPPMET-PWY: ppGpp biosynthesis	1453.7278236627
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	952.4694878920
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	267.1608283771
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1282.1582724468
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	1014.6935397352
PWY-6803: phosphatidylcholine acyl editing	1278.9847792094
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	5.5555555556
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	1274.8887508973
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	29.9309370167
PWY-5941: glycogen degradation II (eukaryotic)	1195.5623813597
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	1006.9423231545
P164-PWY: purine nucleobases degradation I (anaerobic)	1178.9304761116
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	135.6626681886
PENTOSE-P-PWY: pentose phosphate pathway	1160.1065969224
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	451.1267233575
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	41.6012990547
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	1152.0840215852
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	238.0653504045
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	15.2401866190
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.9525691700
P42-PWY: incomplete reductive TCA cycle	1116.4068686739
P42-PWY: incomplete reductive TCA cycle|unclassified	645.3437786034
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	1053.7326930204
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	792.3498866330
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Romboutsia.s__Romboutsia_ilealis	26.4116540746
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	8.7049782140
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	6.0913732760
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	1036.5975655478
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	875.8783840515
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	103.2931056830
TCA: TCA cycle I (prokaryotic)	1032.8014869598
TCA: TCA cycle I (prokaryotic)|unclassified	502.9880181868
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	1005.0972269486
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	801.3756708023
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	74.2285819769
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	33.8546996224
PWY-7456: mannan degradation	973.6163656962
PWY-7456: mannan degradation|unclassified	362.9324511713
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	957.6463902026
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	590.2237627041
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	957.6463902026
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	590.2237627041
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	920.0535639774
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	235.5771127295
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Romboutsia.s__Romboutsia_ilealis	21.0084737588
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	901.3926662487
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	749.5347153749
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	859.5967820932
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	765.7857271083
FERMENTATION-PWY: mixed acid fermentation	818.9114149104
FERMENTATION-PWY: mixed acid fermentation|unclassified	157.5867488306
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	783.0819992193
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	687.9670932160
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	671.6410582271
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	500.0405867815
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	648.0624724319
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)|unclassified	132.1146152593
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	633.3089378759
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	597.8135594812
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Acetatifactor.s__Acetatifactor_muris	20.9069748603
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	614.5056859020
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	361.9290783927
NAGLIPASYN-PWY: lipid IVA biosynthesis	602.9407923883
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	427.3676627840
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	31.9808060607
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	27.7542262453
PWY-5918: superpathay of heme biosynthesis from glutamate	600.9638772950
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified	20.6037575160
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	584.8809364037
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	524.9721575776
P108-PWY: pyruvate fermentation to propanoate I	560.3910234194
P108-PWY: pyruvate fermentation to propanoate I|unclassified	533.2012616536
PWY-6353: purine nucleotides degradation II (aerobic)	543.7374022720
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	62.9502907031
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	539.0153427486
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	166.8530418257
PWY-5505: L-glutamate and L-glutamine biosynthesis	494.9711621156
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	114.7692985559
PWY-6549: L-glutamine biosynthesis III	485.0990806254
PWY-6549: L-glutamine biosynthesis III|unclassified	182.0717991278
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	459.1542750294
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	35.7862223370
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	444.9451820432
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified	11.9637570049
PWY-7254: TCA cycle VII (acetate-producers)	425.4580201531
PWY-2941: L-lysine biosynthesis II	423.0780286996
PWY-2941: L-lysine biosynthesis II|unclassified	163.0097893088
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_murinus	18.5748829240
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	12.0010878443
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	9.9127149663
PWY0-1479: tRNA processing	408.7935342075
PWY0-1479: tRNA processing|unclassified	356.6941348697
PWY-5690: TCA cycle II (plants and fungi)	398.4225695363
PWY-5690: TCA cycle II (plants and fungi)|unclassified	346.1334969281
P441-PWY: superpathway of N-acetylneuraminate degradation	386.0805183452
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	197.7339321314
PWY-6263: superpathway of menaquinol-8 biosynthesis II	385.6813213323
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	141.8140015161
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	380.8676048008
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	214.9978754683
GALACTUROCAT-PWY: D-galacturonate degradation I	373.9387556571
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	204.1064072178
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	81.5323671317
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	367.1627960879
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	281.6588436202
FASYN-ELONG-PWY: fatty acid elongation -- saturated	341.9571233483
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	263.4375484179
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	329.2935957677
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	181.1940385534
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Romboutsia.s__Romboutsia_ilealis	25.4562485771
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	22.3603367336
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	17.0292844837
NONMEVIPP-PWY: methylerythritol phosphate pathway I	324.9619166505
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	139.2698898904
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.2655718918
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	321.6188372829
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	129.8393448322
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	74.8985348510
PWYG-321: mycolate biosynthesis	311.9083988254
PWYG-321: mycolate biosynthesis|unclassified	240.6518304467
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	307.1904464070
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	177.1828993362
PWY-6606: guanosine nucleotides degradation II	302.4357858273
PWY-6606: guanosine nucleotides degradation II|unclassified	23.9758290875
PWY-7664: oleate biosynthesis IV (anaerobic)	301.1774560145
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	234.1003773031
CENTFERM-PWY: pyruvate fermentation to butanoate	293.2984526445
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	228.5117583549
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	291.2961889837
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	238.9463928962
FUCCAT-PWY: fucose degradation	277.2655529750
FUCCAT-PWY: fucose degradation|unclassified	230.5233273805
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	274.2013410866
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	268.4261758563
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	268.6527800560
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	70.8695568661
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	264.5669444828
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	80.9952476256
METH-ACETATE-PWY: methanogenesis from acetate	263.6030278380
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	246.9795691100
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	259.8586356444
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	203.8342742880
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	259.8234375662
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	202.8249589022
PWY-5989: stearate biosynthesis II (bacteria and plants)	256.0357730785
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	197.1138580524
PWY-4041: &gamma;-glutamyl cycle	254.7439463076
PWY-4041: &gamma;-glutamyl cycle|unclassified	60.1467774047
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	253.9713585693
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	41.1802226967
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	246.8635012438
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	195.3166832037
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	244.9425127554
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	87.5264603443
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	243.6846965844
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	160.3254227912
PWY-5971: palmitate biosynthesis II (bacteria and plants)	227.1915403674
PWY-5971: palmitate biosynthesis II (bacteria and plants)|unclassified	193.2823278996
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	217.7733886657
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	172.6167728200
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	216.0723089944
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	160.5979502591
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	199.2142908266
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	163.9908477713
PWY-5177: glutaryl-CoA degradation	199.1314986868
PWY-5177: glutaryl-CoA degradation|unclassified	159.9190937090
PYRIDNUCSAL-PWY: NAD salvage pathway I	175.1693967636
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	129.2993131212
PWY-5676: acetyl-CoA fermentation to butanoate II	171.6081864733
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	145.8878184573
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	170.7319386981
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	136.9553315761
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	161.6818608647
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	94.2453738682
PWY-6143: CMP-pseudaminate biosynthesis	160.4596475838
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	152.3767477107
PWY-621: sucrose degradation III (sucrose invertase)	149.8125425228
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	120.8108378861
PWY-621: sucrose degradation III (sucrose invertase)|g__Acetatifactor.s__Acetatifactor_muris	15.4580276966
PWY-7392: taxadiene biosynthesis (engineered)	144.0346285322
LACTOSECAT-PWY: lactose and galactose degradation I	139.8798563585
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	69.4573334326
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	17.8327569625
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	138.8839045963
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified	36.4041594963
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	136.6027010149
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	77.7023064658
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Romboutsia.s__Romboutsia_ilealis	18.9123487836
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	131.0274894376
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	71.9960844093
PWY-6270: isoprene biosynthesis I	129.9918629153
PWY-6270: isoprene biosynthesis I|unclassified	58.2767365581
PWY-6305: putrescine biosynthesis IV	129.1994132944
PWY-6305: putrescine biosynthesis IV|unclassified	54.7030602129
FAO-PWY: fatty acid &beta;-oxidation I	117.9529807156
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	74.7569813375
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	117.6167848557
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	71.5049926697
PWY-7242: D-fructuronate degradation	117.5978101288
PWY-7242: D-fructuronate degradation|unclassified	100.4641941371
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	115.2986072804
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	114.1017362949
PWY-7560: methylerythritol phosphate pathway II	114.0063829035
PWY-7560: methylerythritol phosphate pathway II|unclassified	51.0794292871
P562-PWY: myo-inositol degradation I	108.6051094481
P562-PWY: myo-inositol degradation I|unclassified	91.1807680374
P161-PWY: acetylene degradation	107.0877330035
P161-PWY: acetylene degradation|unclassified	55.2841089040
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	105.5053249918
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	24.6581408234
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	104.8221997284
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	89.0159039623
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	100.1184674225
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	90.6576733482
P124-PWY: Bifidobacterium shunt	98.5367831985
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	96.5258695664
