Sample_ID	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE+DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0.266116	0	0	0	0.276525	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.508313	0.431348	0	9.82085	5.06957	4.41899	1.95047	11.1957	7.62332	7.34738	2.47899	0	0.852834	4.34838	2.90074	5.6174	2.93746
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.61807	0	7.7857	13.5482	4.19592	2.84676	10.9345	2.62246	13.1261	0	1.46448	0	2.86744	4.4271	4.15443	2.13754
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_sp_ASF502	0.904721	0	0	0	0	0	0	0	0	0.786223	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8174	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.099169	0	0.0996369	0	0	0	0	0.290454	0	0.135618	0	0	0	0.120776	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	0	0	0	1.46898	14.308	0	0	3.90413	0	0.314771	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_plexicaudatum	0.259912	0.277859	0.841245	0	0	0	0.525937	0	0.331101	0	0	0.225534	0.573461	0	0	0	0.606154
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Helicobacter.s__Helicobacter_hepaticus	0.297055	0.285025	0.262922	13.3364	1.85557	0	0	6.38	0.105764	1.18002	2.5905	1.6502	4.0685	11.5706	34.3245	0.215091	6.57508
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Mucispirillum.s__Mucispirillum_schaedleri	3.57509	3.93608	14.5796	6.88174	2.68968	5.01847	8.98236	1.08755	5.78318	6.46546	15.4721	20.3651	3.14818	27.3817	20.3878	9.95531	10.1235
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_merdae	0	0.788967	0	0.400411	0.954098	0.301843	1.31363	3.76911	2.47261	3.8887	2.03114	0.792256	2.47841	2.95867	0.2455	2.13185	0.715966
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	267.584	144.356	150.003	184.08	51.1456	95.4289	160.369	145.057	135.336	178.444	147.714	179.389	157.748	229.14	226.172	210.262	147.731
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified"	0	0	0	0	1.27137	0	0	5.33132	0	0	0	0	3.51423	0	2.68263	3.79229	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	9.39824	0	0	1.74799	0	0.236096	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	17.6743	15.4199	17.744	39.165	17.5376	14.6405	16.3927	27.5124	8.51611	27.5939	19.2903	23.2088	8.05324	30.7835	27.5387	30.19	9.54521
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	32.6059	36.6386	27.8421	66.5454	14.3442	21.4517	45.9939	33.0411	28.793	53.2163	36.2059	42.6006	18.0635	42.6791	53.9765	35.3238	35.0744
PWY-7196: superpathway of pyrimidine ribonucleosides salvage|unclassified	0	0	0.508282	2.06383	1.10283	0	2.27743	0	0	2.74827	0	0	0	2.02346	0	3.09264	1.10563
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0.22663	0	0	0	0	0.238879	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.94044	0	0	1.32962	0	0.386701	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.11678	0	0	0	1.69494	0	0	0.832682	0	3.06044	4.29773	18.506	0	3.8436
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Lactobacillus.s__Lactobacillus_reuteri	3.98497	2.16543	1.56871	0	0.882889	0	1.39858	2.25368	0.881014	1.17976	1.20043	0	0	1.55678	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	4.48103	3.73323	17.4838	8.94457	3.199	8.05403	10.3885	3.04978	3.52356	7.3652	16.9834	21.7617	7.19927	33.9498	26.6257	8.90401	12.7102
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	10.7229	8.00438	11.4799	22.2134	2.85822	8.33382	8.60281	4.1599	1.62576	15.569	10.9537	14.2536	4.04193	18.9917	16.4693	17.6628	4.73625
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	0	1.59167	3.53478	15.9909	4.37972	2.23552	0	6.46567	2.38651	15.1777	2.895	0	0	3.73058	9.11082	1.92799	2.31066
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Escherichia.s__Escherichia_coli	0	0	0	0.601717	8.2852	0	0	1.44485	0	0	0	0	0	0	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	2.66306	7.67773	5.32783	10.3071	5.35809	0	9.39675	6.41439	6.64751	11.0098	23.3769	27.7707	9.11529	5.98774	9.58698	16.3275	6.61578
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0.724201	0	0	0	0.399047	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.64763	0	0	1.27716	0	0.533376	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Lactobacillus.s__Lactobacillus_reuteri	4.21222	2.65861	2.12877	0	0.587389	0	1.72941	2.57374	1.04441	1.40593	0.522292	0	0.782392	0.636523	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	42.9534	34.4552	35.642	69.5901	28.0755	37.3826	47.9255	61.2316	40.5115	72.3042	32.856	56.8372	32.5331	67.2613	82.4297	65.4973	37.8807
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	0	2.13467	4.49018	18.2338	5.39723	2.91208	0	8.07129	2.88586	16.2086	3.78995	0	0	4.95155	10.904	2.64607	2.8557
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	0	0	0.735337	2.98493	1.54603	0	0	0	4.87799	3.91288	0	0	0	2.64754	0	3.1485	1.43887
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0	0	2.16436	0	0	0	0.481029	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	2.10912	0.699748	1.60051	0	0	0	1.2768	0	0	0	0	0	0	0	0	0	0.481343
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	4.91599	32.1099	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	1.01056	0	0.689942	1.67958	0.41991	15.7671	0.629726	33.7087	4.80194	1.33684	0	4.99927	3.89028	1.61143	0.758942	8.00569
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	1.43882	1.26607	0	24.2535	8.92852	9.53797	4.7579	26.1859	18.2804	15.1203	5.96021	0	1.47226	10.294	6.45335	11.4041	6.34303
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	7.56426	0	47.2372	73.0297	38.7719	17.3305	68.3731	9.07604	51.4	0	11.3672	0	21.6416	24.0883	38.2324	13.8129
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0.527176	0	0	0	0	0	0	0	0	0	0.185593	0	0	0.490315
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	1.13357	0	0	0	0	0	0	0	0	1.29006	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94548	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.167919	0	0.145477	0.492535	0	0	0.361265	0.775968	0.204624	0.168421	0.259564	0	0	0.304651	0	0	0.389678
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.613805	8.17536	0	0	1.74077	0	0.365443	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0.160009	0	0	0	0	0	0	0	0.174327	0	0	0	0	0	0.200897
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.02042	0.683253	0	0	2.8739	1.5427	1.3933	1.16173	0.725035	2.54589	8.56427	20.4886	0	3.77466
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii	6.74569	4.97001	1.80147	0	0.309163	0	1.9486	1.1607	4.97409	0.946316	0.500243	2.29891	1.60931	1.73031	1.25679	0	1.91719
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus	2.62222	3.60025	0.448495	0.457069	2.82299	0.256458	0.806463	2.04328	1.59706	1.63514	1.94767	0.472786	0.300847	0	0.161601	0	1.08916
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	3.92872	2.8474	2.0176	0	0.903622	0	1.74011	2.39972	1.56301	1.32734	0.437056	1.36866	0.773684	1.17063	0.395008	0.3733	0.683101
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_sp_ASF360	6.66656	3.90446	1.98277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	5.24499	5.37546	16.4007	7.57521	3.45087	7.6061	10.02	2.4548	7.29684	9.50182	18.1855	26.4377	4.20078	35.6201	26.5098	10.9334	10.2736
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	1.35926	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26769	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0.972457	0	0.688499	0.94004	0.815959	2.81488	6.11883	4.51726	6.6705	2.461	1.49557	5.61067	4.8332	0.629584	3.53153	1.64614
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	237.916	176.951	153.377	336.37	137.088	138.966	188.394	260.238	249.73	205.194	199.848	235.618	220.433	262.727	234.5	290.372	241.403
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	11.7213	0	0	1.46387	0	0.807281	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.12149	0	0	0	1.5325	0	0.297476	0.917936	1.03708	0.636425	4.29857	17.2319	0	2.91613
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	6.5971	4.958	4.60494	0	1.04229	0	1.6655	2.94503	0.25779	1.52071	0.317011	0	1.24773	1.70106	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	34.1923	45.3144	24.1123	80.7203	29.0521	32.1958	46.3151	51.0936	47.7497	61.8449	46.2918	39.1819	42.6374	47.0723	55.245	56.471	46.9606
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0	0	1.32535	0	0	0	0.433747	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.68399	0.423574	1.69275	0	0	0	0.472041	0	0	0	0	0	0	0	0	0	0.352487
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	1.23171	0.640993	0	15.8285	7.85061	6.31232	4.11332	17.078	11.1641	11.1022	4.45307	0	1.197	6.82591	3.91673	7.38329	4.37061
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.7519	0	20.2357	47.2975	11.3577	6.49705	46.058	8.03131	45.5086	0	6.22112	0	11.1291	16.8209	10.8753	5.51323
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171122
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919007	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0	0.578039	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.359347	7.20822	0	0	1.60434	0	0.39015	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	5.43308	0.592485	0	0	1.98843	1.02331	0.816567	1.5079	1.68147	2.64947	6.94933	23.2677	0	4.6564
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	4.30432	3.52069	2.53481	0	0.785407	0	1.75817	2.31552	0.718216	1.33155	0.447939	0.85988	1.04187	1.67462	0.659478	0.410024	0.237703
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	3.79485	4.38675	14.2345	8.28015	2.44891	7.0393	7.38522	1.24063	5.65308	6.46011	14.2959	21.4063	3.47167	29.7822	18.5154	7.89799	9.79151
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	47.0458	69.7993	44.8033	169.207	51.5913	63.6335	75.379	97.8269	64.3076	104.22	77.9743	72.4159	58.4223	94.8517	113.045	93.4999	55.2798
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	11.7213	0	0	1.46387	0	0.807281	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.12149	0	0	0	1.5325	0	0.297476	0.917936	1.03708	0.636425	4.29857	17.2319	0	2.91613
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	6.5971	4.958	4.60494	0	1.04229	0	1.6655	2.94503	0.25779	1.52071	0.317011	0	1.24773	1.70106	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	34.1923	45.3144	24.1123	80.7203	29.0521	32.1958	46.3151	51.0936	47.7497	61.8449	46.2918	39.1819	42.6374	47.0723	55.245	56.471	46.9606
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	1.02833	0.624842	0	14.0532	4.80882	3.42336	2.10872	7.93037	4.28615	5.24825	1.17894	0	0	3.99772	2.57481	4.72188	3.79438
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.34622	0	0	1.58656	0	0.472898	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.91698	0	0	0	1.81544	0	0.456806	1.19993	1.36288	2.54204	5.49177	20.772	0	3.86912
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	5.00062	3.96768	3.00481	0	0.880436	0	1.73242	2.63619	0.591427	1.43664	0.407222	0	1.1638	1.74273	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	3.34189	3.64092	11.7635	7.03719	2.03396	5.78531	7.73167	1.2088	5.29353	5.50246	12.7283	18.6539	2.72726	25.5044	16.151	6.73034	8.86514
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	38.9896	60.9246	34.4668	117.321	36.5313	45.4393	63.3155	72.3246	51.1653	86.0759	64.1865	53.9481	50.5959	69.697	79.9062	73.2766	47.7368
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.30435	0	0	1.21854	0	0.349268	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.60038	0	0	0	1.83864	0	0.632468	0.817075	0.495372	1.30787	5.08567	18.1765	0	3.28509
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	4.22761	2.86443	1.77512	0	0.737992	0	1.62565	2.4001	0.661001	1.32316	0	0	0.500597	0.960863	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	78.0376	68.7751	49.2753	130.026	55.1042	65.0353	81.3644	100.106	89.8625	106.029	85.8045	85.504	85.5747	98.8476	109.898	112.106	82.2221
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	0	0	0	0.618914	5.93852	0	0	1.14674	0	0	0	0	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	1.07834	1.22145	0.787673	0	0.268233	0	0.544435	1.6819	0.822054	0.529846	0.250414	0.508415	0	0.662138	0	0	0.290045
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	0	0	0	0	2.23019	0	0	2.08513	0	2.35532	0	0	0	0	0	1.49606	0
"PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Dorea.s__Dorea_sp_5_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50711	0	0
"PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified"	19.7968	5.30046	8.2418	4.73812	3.08835	1.62535	5.15271	5.79005	2.0312	7.34914	1.35181	4.28359	8.59713	13.604	8.84541	8.79261	0.642893
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	1.65054	11.1509	0	0	2.32059	0	0.477634	0	0	0	0.175219	0	0	0
PWY-7242: D-fructuronate degradation|unclassified	5.55496	1.15316	3.89883	6.12305	2.6134	0	0	4.06678	2.22623	3.71285	0	4.56634	0	3.77007	4.00348	7.10331	2.84146
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus"	0	0	0	2.8466	0.470109	0	0	1.25196	0	0.338492	0.586773	0.343286	0.871743	4.47512	12.8744	0	1.93451
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri"	2.3688	1.8926	1.73852	0	0	0	1.06449	0	0	0	0	0	0	0	0	0	0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified"	28.2753	13.9832	14.6864	25.7312	10.1404	5.74384	16.1683	12.1609	7.88903	28.573	7.3436	17.3384	13.4442	34.617	26.7669	44.9383	19.0371
PWY-7254: TCA cycle VII (acetate-producers)|g__Escherichia.s__Escherichia_coli	0	0	0	0.248567	5.62301	0	0	0.915338	0	0.0820191	0	0	0	0	0	0	0
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Escherichia.s__Escherichia_coli	0	0	0	0.809224	7.15021	0	0	1.00884	0	0.334064	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	0.90674	0	0	4.98612	0	0	0.512743	1.43764	0.56865	1.7171	1.27799	0	1.6116	4.74046	18.8391	0.526738	2.8782
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	26.1656	67.6324	35.6008	23.1786	14.2828	12.0646	62.5008	28.4921	15.7269	45.922	35.8441	32.165	10.663	23.9638	60.1802	26.287	32.0232
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.844164	9.54396	0	0	1.42985	0	0.233789	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	1.84328	10.2387	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.95757	0	13.5548	44.2682	3.55231	4.64704	39.4462	5.30268	27.4031	0	3.26646	0	4.42452	13.7626	2.46966	2.59895
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	1.01697	0	0	0.168155	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	0	0	1.81794	0	0	0	0	0	0	0	4.84571	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	0	0	0	0.557952	7.42558	0	0	2.476	0	0.711978	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lactobacillus.s__Lactobacillus_reuteri	2.40982	2.05314	1.24764	0	0.425415	0	0.691388	1.32211	0.423033	0.68021	0	0.476748	0	1.27549	0.286514	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	0	0	0	0	4.03276	0	0	0	1.45392	7.36131	0	0	0	0	0	0	0
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus"	0	0	0	4.86406	1.15726	0	0	2.2175	0.840221	0.627499	0.872337	0.418575	1.48265	4.8161	18.3245	0	3.01824
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified"	0	0	1.68554	0	0	0	0	0	0	0	3.46074	4.00662	0	0	3.37227	0	1.78471
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified"	14.2219	6.46455	8.92755	13.6723	0.802748	5.88105	8.16537	9.88022	2.14724	14.454	3.57922	14.2978	0	18.1928	17.2712	12.4479	8.22627
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli"	0	0	0	0	5.12758	0	0	1.17725	0	0	0	0	0	0	0	0	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified"	0	0	0	0	0	0	0	0	0	0	1.76859	0	0	0	0	4.52482	0
PWY-7392: taxadiene biosynthesis (engineered)|unclassified	0	1.01008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Escherichia.s__Escherichia_coli	0	0	0	0.561032	8.51462	0	0	1.9164	0	0.198157	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	0	0	0	0	5.90375	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_coli"	0	0	0	1.2063	11.8597	0	0	3.51629	0	0.304384	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Escherichia.s__Escherichia_coli	0	0	0	0	9.53856	0	0	1.94103	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Lactobacillus.s__Lactobacillus_reuteri	1.97503	2.28631	1.04554	0	0	0	0.556899	0	0	0	0	0.746015	0	0.579437	0	0.221004	0
PWY-7560: methylerythritol phosphate pathway II|unclassified	0	5.37798	0	0	3.64274	6.13893	0	0	0	3.74723	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	7.10861	36.3021	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.81836	0	22.259	49.0677	14.4029	7.85957	50.6998	3.80874	24.3857	0	6.28088	0	11.2615	16.9006	18.3095	4.99303
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.83408	0	0	1.3147	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.29652	0.751435	0	0	2.20995	0.57043	0.62994	2.04232	1.39015	0.748192	5.99858	17.5471	0	2.58313
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	34.3121	56.2685	30.4241	111.83	38.2771	29.8749	53.1433	55.1655	87.8035	50.4708	71.5229	60.8966	74.1494	52.3239	50.7821	64.3324	65.5612
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	0	0	0	0	6.04431	0	0	1.36437	0	0	0	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	0	0	0	0	0	0	0	0	0	0	2.63419	0	0	0	0	6.61587	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.24348	0	0	1.3209	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	4.02366	2.80391	2.01958	0	0.427759	0	1.49904	2.08695	0.521257	0.810831	0	0	0.403731	0.947773	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	43.8209	37.1853	32.7984	84.0379	33.5367	36.6699	43.5562	53.9127	48.1114	56.4341	51.3667	51.3454	45.2843	64.4165	56.6222	70.4609	43.931
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.965141	10.6255	0	0	2.87388	0	0.267049	0	0	0	0	0	0	0
